review_text,review_classification,review_name,review_type,passenger_name,review_date,source
"4. ""My experience with United Airlines was typical. The flight attendants were professional, and the flight departed on schedule, but the airplane's interior seemed a bit old.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""I took a JetBlue flight last week. The flight was comfortable with ample legroom, but the Wi-Fi connection was somewhat spotty.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""Spirit Airlines provided an adequate service. The flight was low-cost, but the add-on fees for luggage and meals were higher than expected.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""I traveled with British Airways recently. The cabin crew was polite, and the flight was smooth, though the food options were fairly standard.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""My flight with Air France was middling. The onboard amenities were fine, and the flight was on time, but the in-flight entertainment was lacking.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""Traveling with Lufthansa was an average experience. The plane was clean, however, the cabin felt a bit crowded.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""I flew with Emirates Airlines. The service was professional, and the flight was on time, but the in-flight meals were just okay.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""The Qatar Airways flight was satisfactory overall. The staff was helpful, but the legroom in economy class could have been better.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""My flight with Cathay Pacific was acceptable. The boarding process was smooth, and the baggage handling was efficient, but the airplane temperature was a little too cold.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""The Virgin Atlantic experience was as expected. The flight was on time, and the staff was friendly, but the seat comfort could be improved.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""I flew with Air Canada recently. The flight was punctual, and the staff was professional, but the in-flight meal options were limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""My experience with Alaska Airlines was average. The flight was on time, and the in-flight entertainment was good, but the cabin service was slow.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""Traveling with Etihad Airways was satisfactory. The staff was polite, but the quality of food could have been better.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""I flew with Qantas recently. The flight was on time, and the service was professional, but the plane seemed a bit outdated.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""The Turkish Airlines flight was adequate. The staff was helpful, but the legroom was a bit tight.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""I took a flight with Ryanair. The ticket prices were affordable, but the additional costs for luggage and seating were higher than expected.""",Neutral,Unknown,General,Anonymous,,synthetic
"20. ""My flight with Aer Lingus was average. The boarding process was efficient, and the flight was on time, but the in-flight meal was just okay.""",Neutral,Unknown,General,Anonymous,,synthetic
"1. ""The flight with Airline X was on schedule. The seats were comfortable enough for the short journey.""",Neutral,Unknown,General,Anonymous,,synthetic
"2. ""Airline Y provided a standard in-flight meal. It was neither exceptional nor disappointing.""",Neutral,Unknown,General,Anonymous,,synthetic
"3. ""The check-in process with Airline Z was straightforward. Staff were professional and efficient.""",Neutral,Unknown,General,Anonymous,,synthetic
"4. ""Airline A's in-flight entertainment had a decent selection of movies and music. It was adequate for the duration of the flight.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""The cabin crew on Airline B's flight were attentive. They responded to passenger needs in a timely manner.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""The cleanliness on Airline C's plane was satisfactory. It seemed well-maintained and hygienic.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""Airline D's online booking system was easy to navigate. The flight confirmation was received promptly.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""The baggage handling with Airline E was average. No issues were experienced.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""Airline F's legroom was standard for an economy class. Not spacious, but not cramped either.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""The boarding process with Airline G was orderly. It was conducted in a timely fashion.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""Airline H's flight was relatively smooth. The pilot managed minor turbulence well.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""The food offering on Airline I was typical for an airline meal. Portions were reasonable.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""Airline J's seats were of average comfort. The recline function was working properly.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""The cancellation policy of Airline K was standard. Their customer service provided clear information about it.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""Airline L's flight arrived with a slight delay. However, baggage claim was quick and efficient.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""The noise level on Airline M's flight was bearable. It was a typical experience for an air travel.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""Airline N's in-flight amenities were basic but functional. The blanket and pillow provided were clean.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""The ticket prices for Airline O were competitive. They offered a fair deal for the service provided.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""Airline P's flight attendants were courteous. They carried out their duties in a professional manner.""",Neutral,Unknown,General,Anonymous,,synthetic
"20. ""The restroom on Airline Q's plane was kept clean throughout the flight. It was restocked regularly.""",Neutral,Unknown,General,Anonymous,,synthetic
"1. Airline X had punctual departures and arrivals, but the inflight entertainment selection was limited.",Neutral,Unknown,General,Anonymous,,synthetic
"2. Airline Y's in-flight meals were satisfactory, nothing exceptional but reasonably good.",Neutral,Unknown,General,Anonymous,,synthetic
"3. Airline Z provided a clean cabin and polite cabin crew, but the legroom was a bit tight.",Neutral,Unknown,General,Anonymous,,synthetic
"4. The check-in process at Airline A was efficient, but the luggage took a long time to arrive at the carousel.",Neutral,Unknown,General,Anonymous,,synthetic
5. Airline B had a nice range of drinks on offer but could improve the quality of their snacks.,Neutral,Unknown,General,Anonymous,,synthetic
"6. Airline C's flight was comfortable enough for a short trip, but the seats might not be suitable for long-haul flights.",Neutral,Unknown,General,Anonymous,,synthetic
"7. Airline D's ticket prices are affordable, but the extra fees for checked bags were a bit high.",Neutral,Unknown,General,Anonymous,,synthetic
"8. Airline E's flight was on time and the crew was professional, but the boarding process was a bit disorganized.",Neutral,Unknown,General,Anonymous,,synthetic
"9. The staff on Airline F were courteous, but the in-flight WiFi was fairly slow.",Neutral,Unknown,General,Anonymous,,synthetic
"10. Airline G's planes were modern and well-maintained, but the flight was a bit turbulent.",Neutral,Unknown,General,Anonymous,,synthetic
"11. Airline H's website was easy to navigate, but the mobile app needs some improvement.",Neutral,Unknown,General,Anonymous,,synthetic
"12. Airline I's frequent flyer program offers decent value, but the redemption process could be simpler.",Neutral,Unknown,General,Anonymous,,synthetic
"13. Airline J's airport lounges are comfortable, but could offer a wider variety of food options.",Neutral,Unknown,General,Anonymous,,synthetic
"14. Airline K's seat selection process was straightforward, but the seats lacked sufficient padding.",Neutral,Unknown,General,Anonymous,,synthetic
"15. Airline L's flights were consistently on time, but the on-board meal options were limited.",Neutral,Unknown,General,Anonymous,,synthetic
"16. Airline M's cabin crew were friendly and responsive, but the plane's interior looked a bit dated.",Neutral,Unknown,General,Anonymous,,synthetic
"17. Airline N's online check-in process was easy, but their policy on carry-on luggage size is quite strict.",Neutral,Unknown,General,Anonymous,,synthetic
"18. Airline O's in-flight entertainment had a good variety of movies, but lacked in music options.",Neutral,Unknown,General,Anonymous,,synthetic
"19. Airline P's boarding process was quick and efficient, but the airport terminal was quite crowded.",Neutral,Unknown,General,Anonymous,,synthetic
"20. Airline Q's customer service was responsive, but the resolution process took longer than expected.",Neutral,Unknown,General,Anonymous,,synthetic
1. The flight with Air Canada was pretty standard. The seats were a bit cramped but the meal served was decent.,Neutral,Unknown,General,Anonymous,,synthetic
"2. I took a United Airlines flight recently. The cabin was clean and the staff was professional, though the in-flight entertainment could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
"3. On my recent Delta Airlines flight, the service was satisfactory. The flight was on time and the seats were comfortable enough for a long journey.",Neutral,Unknown,General,Anonymous,,synthetic
"4. Flew with JetBlue last week. The check-in process was smooth and the staff was courteous, but the legroom was a bit tight.",Neutral,Unknown,General,Anonymous,,synthetic
5. My Emirates flight experience was typical. The food served was satisfactory and the flight attendants were attentive.,Neutral,Unknown,General,Anonymous,,synthetic
"6. Flew with Southwest recently. The plane was clean and the flight was punctual, but the legroom was a bit lacking.",Neutral,Unknown,General,Anonymous,,synthetic
"7. My experience with Qatar Airways was standard. The in-flight entertainment was good, but the meals could have had more options.",Neutral,Unknown,General,Anonymous,,synthetic
"8. Took a flight with British Airways. The staff was professional and the flight was on time, but the baggage check could be faster.",Neutral,Unknown,General,Anonymous,,synthetic
"9. My recent flight with American Airlines was decent. The flight was comfortable and the staff was friendly, but the food served was just average.",Neutral,Unknown,General,Anonymous,,synthetic
"10. On my Lufthansa flight, the service was okay. The cabin was clean and the flight left on time, but the seats were a bit cramped.",Neutral,Unknown,General,Anonymous,,synthetic
"11. Flew with Qantas last week. The check-in was efficient and the flight was on time, but the food was average at best.",Neutral,Unknown,General,Anonymous,,synthetic
"12. My experience with Ryanair was satisfactory. The flight was punctual and the staff was courteous, but the legroom was a bit tight.",Neutral,Unknown,General,Anonymous,,synthetic
"13. On my recent Singapore Airlines flight, the service was typical. The flight was comfortable and the food was decent, but the in-flight entertainment could have been better.",Neutral,Unknown,General,Anonymous,,synthetic
"14. My recent Air France flight was okay. The flight attendants were professional and the flight was on time, but the seats were a bit cramped.",Neutral,Unknown,General,Anonymous,,synthetic
"15. Flew with Spirit Airlines recently. The check-in process was smooth, but the legroom was a bit tight. The food served was average.",Neutral,Unknown,General,Anonymous,,synthetic
"16. My experience with Etihad Airways was decent. The cabin was clean and the flight was punctual, but the food could have had more options.",Neutral,Unknown,General,Anonymous,,synthetic
"17. On my recent Turkish Airlines flight, the service was satisfactory. The flight was comfortable and the staff was friendly, but the in-flight entertainment could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
"18. Flew with Alaska Airlines last week. The check-in process was efficient and the flight was on time, but the food served was just average.",Neutral,Unknown,General,Anonymous,,synthetic
"19. My recent Virgin Atlantic flight was okay. The flight was comfortable and the staff was professional, but the seats were a bit cramped.",Neutral,Unknown,General,Anonymous,,synthetic
"20. My experience with Finnair was standard. The in-flight entertainment was good, but the meal served could have been better.",Neutral,Unknown,General,Anonymous,,synthetic
"1. ""American Airlines provided a straightforward flight. The seats were a bit cramped but the service was adequate.""",Neutral,Unknown,General,Anonymous,,synthetic
"2. ""The flight with Delta Airlines was punctual and their in-flight entertainment was decent. The food could use a little improvement.""",Neutral,Unknown,General,Anonymous,,synthetic
"3. ""United Airlines offered a smooth check-in process and the flight was on time. The legroom was a bit limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"4. ""JetBlue's services were satisfactory. The staff was professional but the food options were limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""Air Canada had a timely departure and arrival. The cabin could have been cleaner.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""Lufthansa's flight was comfortable and the crew was courteous. The food was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""Had a usual flight with Southwest Airlines. The boarding process was quick, but the seats were a bit uncomfortable.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""Emirates offered an ample selection of in-flight entertainment. The meals were standard airline fare.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""Had a direct flight with British Airways. The flight was on time but the in-flight service was slow.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""The Air France flight was average. The crew was polite and the plane was clean, however, the leg room was insufficient.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""Turkish Airlines provided a smooth flight. The food was okay, but the in-flight entertainment could be better.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""Singapore Airlines had a comfortable seating arrangement. The in-flight meal was just okay.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""Cathay Pacific's services were standard. The boarding process was smooth, but the in-flight entertainment was lacking.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""The flight with Qantas was acceptable. The staff was friendly, but the food was mediocre.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""Aer Lingus offered a usual flight experience. The plane was clean but the seats were a bit cramped.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""The flight with Ryanair was on time. The check-in process was a bit lengthy and the seats were not very comfortable.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""Iberia's flight was typical. The crew was professional, but the food was not up to the mark.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""Etihad Airways had a punctual departure and the flight was smooth. The food was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""The flight with Air New Zealand was standard. The plane was clean, but the food quality could be improved.""",Neutral,Unknown,General,Anonymous,,synthetic
"20. ""Spirit Airlines offered a no-frills flight experience. The flight was on time, but there were limited food options.""",Neutral,Unknown,General,Anonymous,,synthetic
"1. ""The flight with Airline X was generally punctual, departing and arriving on time. The legroom was average, not overly spacious.""",Neutral,Unknown,General,Anonymous,,synthetic
"2. ""Airline Y offered a standard in-flight meal, which was fairly typical for airline food. The flight attendants were professional and courteous.""",Neutral,Unknown,General,Anonymous,,synthetic
"3. ""Airline Z had a smooth check-in process. The plane was clean, showing regular maintenance.""",Neutral,Unknown,General,Anonymous,,synthetic
"4. ""Airline A's flight was decent. The seats were comfortable enough for the short journey.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""Airline B's service was as expected. The entertainment system functioned properly with a moderate selection of films.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""Airline C's flight was satisfactory. The boarding process was orderly and timely.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""Airline D provided a standard level of comfort. The flight was slightly delayed but updates were provided regularly.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""Airline E had an average flight experience. The cabin was clean, and the flight crew was polite.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""Airline F's flight was uneventful. The in-flight meal was typical but the coffee was surprisingly good.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""Airline G provided a standard in-flight experience. The seats were somewhat narrow but comfortable enough for a short flight.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""The flight on Airline H was satisfactory. The bathrooms were clean and the cabin temperature was maintained at a comfortable level.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""Airline I's flight was fine. The boarding process was a bit slow but not overly inconvenient.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""Airline J provided a fair in-flight service. The entertainment options were somewhat limited but sufficient for the flight duration.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""The flight with Airline K was generally smooth. The legroom was average and the staff was professional.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""Airline L's flight was unremarkable. The food was standard airline fare, and the service was adequate.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""Airline M's service was as expected. The flight arrived on time and the baggage claim process was efficient.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""Airline N provided a satisfactory service. The seats were reasonably comfortable and the crew was attentive.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""The flight with Airline O was decent. The cabin was clean and the in-flight meal was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""Airline P's flight was fine. The staff was polite and the boarding process was smooth.""",Neutral,Unknown,General,Anonymous,,synthetic
"20. ""Airline Q's flight was uneventful. The seats were a bit narrow, but the flight arrived on time.""",Neutral,Unknown,General,Anonymous,,synthetic
"1. The flight with American Airlines was on time and the staff was professional, but the legroom was a bit cramped.",Neutral,Unknown,General,Anonymous,,synthetic
2. I flew with Delta Airlines in economy class. The flight was punctual and the onboard meal was satisfactory.,Neutral,Unknown,General,Anonymous,,synthetic
"3. Virgin Atlantic provided a comfortable flight with an average meal. The staff was attentive, though the inflight entertainment could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
4. I had a routine experience with JetBlue. The flight was on schedule and the cabin was clean.,Neutral,Unknown,General,Anonymous,,synthetic
5. Flying with Southwest Airlines was standard. The boarding process was smooth and the seats were of average comfort.,Neutral,Unknown,General,Anonymous,,synthetic
"6. United Airlines had a decent inflight service. The flight was slightly delayed, but the communication from the crew was clear.",Neutral,Unknown,General,Anonymous,,synthetic
7. Spirit Airlines delivered a basic service. The flight arrived on time and the ticket price was reasonable.,Neutral,Unknown,General,Anonymous,,synthetic
8. My experience with Alaska Airlines was typical. The flight was timely and the cabin crew was courteous.,Neutral,Unknown,General,Anonymous,,synthetic
"9. The Hawaiian Airlines flight was comfortable. The food could have been better, but the staff was friendly.",Neutral,Unknown,General,Anonymous,,synthetic
"10. The Lufthansa flight was on schedule and the cabin was clean. However, the inflight entertainment was just adequate.",Neutral,Unknown,General,Anonymous,,synthetic
"11. Air France provided a standard service. The flight was on time and the seats were comfortable, though the food was average.",Neutral,Unknown,General,Anonymous,,synthetic
"12. The flight with Emirates was satisfactory. The service was professional, but the legroom in economy class could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
"13. British Airways provided an okay travel experience. The flight was punctual and the crew was polite, but the meals were mediocre.",Neutral,Unknown,General,Anonymous,,synthetic
"14. The flight with KLM was uneventful. The plane left on time and the staff was professional, though the inflight entertainment needs a refresh.",Neutral,Unknown,General,Anonymous,,synthetic
"15. I had an average experience with Qatar Airways. The flight was on time, the seats were comfy, but the food quality could have been better.",Neutral,Unknown,General,Anonymous,,synthetic
16. The Etihad Airways flight was okay. The flight was on schedule and the seats were reasonably comfortable.,Neutral,Unknown,General,Anonymous,,synthetic
"17. Ryanair provided a no-frills service. The flight was on time and the cabin was clean, but the legroom was limited.",Neutral,Unknown,General,Anonymous,,synthetic
"18. EasyJet provided a decent flying experience. The flight was slightly delayed, but the communication from the crew was good.",Neutral,Unknown,General,Anonymous,,synthetic
"19. The Japan Airlines flight was satisfactory. The service was efficient, but the inflight meals were just okay.",Neutral,Unknown,General,Anonymous,,synthetic
"20. The flight with Cathay Pacific was average. The flight was on time, and the staff was courteous, but the inflight entertainment options were limited.",Neutral,Unknown,General,Anonymous,,synthetic
"1. Flight with Airline A was okay. The staff was polite and meals were decent, though not extraordinary.",Neutral,Unknown,General,Anonymous,,synthetic
"2. Airline B's flight was on time and the in-flight entertainment was average. The legroom, however, was slightly tight.",Neutral,Unknown,General,Anonymous,,synthetic
3. Flew with Airline C recently. The check-in process was smooth but the food quality could have been better.,Neutral,Unknown,General,Anonymous,,synthetic
"4. Airline D's service was average. The plane was clean and flight landed on time, but the seats were a bit uncomfortable.",Neutral,Unknown,General,Anonymous,,synthetic
"5. Airline E's flight was good. The staff was friendly, though the baggage handling could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
"6. Flight with Airline F was satisfactory. The flight was punctual and the cabin was clean, but the in-flight service was slow.",Neutral,Unknown,General,Anonymous,,synthetic
7. Took a flight with Airline G. The boarding process was efficient but the meal options were limited.,Neutral,Unknown,General,Anonymous,,synthetic
8. Airline H provided a decent service. The flight was slightly delayed but the in-flight entertainment made up for it.,Neutral,Unknown,General,Anonymous,,synthetic
9. Airline I's flight was acceptable. The seats were comfortable but the food options were not very appealing.,Neutral,Unknown,General,Anonymous,,synthetic
"10. Flew with Airline J. The flight was on time and the crew was polite, but the airplane felt a bit outdated.",Neutral,Unknown,General,Anonymous,,synthetic
"11. Airline K's service was passable. The flight was smooth, but the in-flight entertainment needed an upgrade.",Neutral,Unknown,General,Anonymous,,synthetic
"12. The flight with Airline L was standard. The staff was courteous, but the legroom was limited.",Neutral,Unknown,General,Anonymous,,synthetic
"13. Airline M's flight was acceptable. The booking process was easy, but the baggage claim took a little long.",Neutral,Unknown,General,Anonymous,,synthetic
"14. Flew with Airline N. The flight was punctual, and the airplane was clean, but the food quality was average.",Neutral,Unknown,General,Anonymous,,synthetic
"15. Airline O's service was average. The onboard staff was friendly, but the luggage delivery was slow.",Neutral,Unknown,General,Anonymous,,synthetic
"16. The flight with Airline P was decent. The flight was on time, but the seat comfort could be better.",Neutral,Unknown,General,Anonymous,,synthetic
"17. Airline Q's service was fine. The check-in process was smooth, but the in-flight meals were mediocre.",Neutral,Unknown,General,Anonymous,,synthetic
18. Took a flight with Airline R. The boarding process was efficient but the legroom was a bit limited.,Neutral,Unknown,General,Anonymous,,synthetic
"19. Airline S's flight was satisfactory. The flight was punctual and the cabin was clean, but the in-flight service was slow.",Neutral,Unknown,General,Anonymous,,synthetic
"20. Flew with Airline T. The flight was on time, seats were comfortable but the in-flight entertainment system was outdated.",Neutral,Unknown,General,Anonymous,,synthetic
"1. ""The flight on American Airlines was fairly standard. The cabin was clean and the staff were courteous, but the in-flight entertainment was a little outdated.""",Neutral,Unknown,General,Anonymous,,synthetic
"2. ""United Airlines offered a satisfactory flying experience. The food was average, and the seating was comfortable enough for a short flight.""",Neutral,Unknown,General,Anonymous,,synthetic
"3. ""Flying with Delta was about what I expected. The flight was on time, the crew was professional, and the in-flight meal was ordinary.""",Neutral,Unknown,General,Anonymous,,synthetic
"4. ""Air Canada provided a standard service. The cabin crew was polite and the flight departed and arrived on schedule.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""The flight with Southwest was as expected. The plane was clean, and the crew was efficient, but the legroom was limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""JetBlue's flight experience was average. The onboard amenities were fine, though the selection of snacks could be improved.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""The service on British Airways was reasonable. The crew was helpful and the flight was smooth, but the seats could use a little more padding.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""Qatar Airways offered an okay flight experience. The in-flight meals were decent and the staff was attentive, but the in-flight entertainment selection was limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""The flight on Lufthansa was satisfactory. The check-in process was smooth, the cabin crew was polite, but the food was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""Emirates provided a typical flying experience. The seats were comfortable enough, and the in-flight entertainment was good, but the food was standard fare.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""The service on Air France was as expected. The crew was friendly, the flight was on time, but the legroom was a bit tight.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""The flight on Turkish Airlines was okay. The staff was professional and the plane was clean, but the in-flight meal could have been better.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""Flying with Virgin Atlantic was an average experience. The flight attendants were friendly, but the food was just okay.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""The flight with KLM Royal Dutch was as expected. The seats were comfortable and the cabin was clean, but the in-flight entertainment was lacking.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""Etihad Airways provided a standard service. The check-in process was smooth and the flight was on time, but the food was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""Cathay Pacific's flight was decent. The cabin crew was professional and the plane was clean, but the seats were a bit cramped.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""The service on Singapore Airlines was reasonable. The crew was attentive, and the flight was smooth, but the in-flight entertainment selection was limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""The flight on Qantas was satisfactory. The check-in process was smooth, the cabin crew was polite, but the legroom was a bit tight.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""Air New Zealand's flight was okay. The staff was professional and the plane was clean, but the in-flight meal could have been better.""",Neutral,Unknown,General,Anonymous,,synthetic
"20. ""The service on ANA All Nippon Airways was as expected. The flight attendants were friendly, but the food was just okay.""",Neutral,Unknown,General,Anonymous,,synthetic
1. Flew with Airline X recently; the flight was on time and service was as expected.,Neutral,Unknown,General,Anonymous,,synthetic
"2. Airline Y's in-flight meals were average, nothing to rave about but satisfactory for a short journey.",Neutral,Unknown,General,Anonymous,,synthetic
"3. The legroom on Airline Z's economy class is standard, similar to most other airlines.",Neutral,Unknown,General,Anonymous,,synthetic
"4. Airline A's flight attendants were professional and polite, made the journey relatively comfortable.",Neutral,Unknown,General,Anonymous,,synthetic
"5. The check-in process with Airline B was smooth and efficient, didn't encounter any major issues.",Neutral,Unknown,General,Anonymous,,synthetic
6. The in-flight entertainment on Airline C was decent enough to pass time during the flight.,Neutral,Unknown,General,Anonymous,,synthetic
"7. Airline D's boarding process was systematic and well-organized, no unnecessary delays were encountered.",Neutral,Unknown,General,Anonymous,,synthetic
"8. The baggage handling at Airline E was satisfactory, luggage arrived in good condition.",Neutral,Unknown,General,Anonymous,,synthetic
"9. Flew with Airline F, plane was clean and reasonably comfortable for a short-haul flight.",Neutral,Unknown,General,Anonymous,,synthetic
10. Airline G's customer service was responsive and handled my queries adequately.,Neutral,Unknown,General,Anonymous,,synthetic
"11. The frequent flyer program of Airline H has average value, with typical benefits and rewards.",Neutral,Unknown,General,Anonymous,,synthetic
"12. The cabin crew on my Airline I flight was attentive and professional, made the journey smooth.",Neutral,Unknown,General,Anonymous,,synthetic
"13. Airline J's online booking system is straightforward and user-friendly, no complications experienced.",Neutral,Unknown,General,Anonymous,,synthetic
"14. The seat recline on Airline K was average, not the most comfortable but manageable for a short flight.",Neutral,Unknown,General,Anonymous,,synthetic
"15. Airline L's airport lounges are decent, offering basic facilities and amenities for waiting passengers.",Neutral,Unknown,General,Anonymous,,synthetic
"16. The ticket prices of Airline M are competitive, aligning with the industry standard.",Neutral,Unknown,General,Anonymous,,synthetic
"17. Airline N's in-flight WiFi worked as promised, although the speed was typical of most airlines.",Neutral,Unknown,General,Anonymous,,synthetic
"18. Had a regular experience with Airline O, nothing particularly stood out but no major issues either.",Neutral,Unknown,General,Anonymous,,synthetic
"19. Airline P's flight schedule was reliable, arrived at the destination on time.",Neutral,Unknown,General,Anonymous,,synthetic
"20. The overall cleanliness of Airline Q's plane was satisfactory, maintaining the usual standard.",Neutral,Unknown,General,Anonymous,,synthetic
"1. ""The flight with Airline X was acceptable. The staff was professional, and the flight departed and arrived on schedule.""",Neutral,Unknown,General,Anonymous,,synthetic
"2. ""Airline Y provided a typical service. The food was average and the in-flight entertainment had a good variety.""",Neutral,Unknown,General,Anonymous,,synthetic
"3. ""The legroom on Airline Z's flight was satisfactory and the flight was largely smooth.""",Neutral,Unknown,General,Anonymous,,synthetic
"4. ""The check-in process with Airline A was standard. The staff at the counter was efficient.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""Airline B's flight was as expected. The cabin was clean and the flight was on time.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""Airline C's service was reasonable. The in-flight meal was satisfactory.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""The flight with Airline D was standard. The crew was professional and the flight landed on time.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""Airline E's flight was acceptable. The seat was comfortable enough for the short trip.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""Airline F's service was as expected. The ticketing process was quick and efficient.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""The staff on Airline G's flight was courteous. The in-flight amenities were as expected.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""Airline H's flight was typical. The boarding process was smooth and the flight was mostly quiet.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""The ticket price for Airline I was fair. The flight was punctual and the baggage claim process was efficient.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""The flight with Airline J was standard. The onboard meal could have been better, but the staff was polite.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""Airline K's flight was as expected. The plane departed and arrived on schedule.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""The cabin of Airline L's flight was clean. The in-flight entertainment was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""Airline M's flight was acceptable. The check-in process was efficient and the flight took off on time.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""The service on Airline N was standard. The in-flight food was average and the cabin was clean.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""Airline O's flight was satisfactory. The seating was comfortable and the flight departed on schedule.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""The baggage claim process with Airline P was efficient. The flight was typical, with no significant issues.""",Neutral,Unknown,General,Anonymous,,synthetic
