review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,predicted_classification
Unknown,General,Anonymous,,"2. Flew with United Airlines recently. The cabin crew was polite and professional. However, the food could have been better.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"13. ""Airline J had an easy online booking system. The in-flight amenities were basic, but functional.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. ""Airline G's flight was okay. The food options were limited but the flight was on time.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,8. The food on Airline H was satisfactory and the flight departed on schedule. The in-flight entertainment options were average.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"7. ""The baggage handling by Airline D was efficient. The in-flight meal options were limited.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"8. ""The seats on Airline E's flight were comfortable enough for a short haul. The cabin crew was cordial.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"9. My experience with JetBlue was quite regular. The crew was friendly, although the in-flight entertainment system was a bit glitchy.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,3. Had a routine experience with Southwest Airlines. The flight was on time and the snack selection was average.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"15. I had a typical experience on Ryanair. The flight was punctual, but the cabin was slightly crowded.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"18. The check-in process with Airline O was quick and efficient, but the boarding was a bit chaotic.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,17. My flight with Airline N was fine. The seats were fairly comfortable and the food was average.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,7. Airline D offered a comfortable flight experience. The snacks provided were not up to the mark though.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"18. The Virgin Atlantic flight was okay. The flight was punctual, but the legroom was a bit tight.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"13. ""The boarding process with Airline J was a bit slow. The flight was comfortable with a decent meal.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,8. The seating on the British Airways flight was a bit cramped but tolerable. The crew was responsive to requests.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"15. The customer service of Airline L was helpful in resolving queries, but the waiting time on the call was long.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"3. ""My flight with Airline Z was as expected. The seats were somewhat comfortable and the entertainment options were diverse.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,10. Airline J's flight attendants were friendly. The in-flight meal was appropriate for the price of the ticket.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"1. ""The flight experience on Airline X was uneventful, with on-time departure and arrival. The in-flight meal was average.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"9. ""Had an average experience on Airline F. The flight was on time but the legroom was a bit tight.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"19. ""My flight with Airline P was fine. The luggage handling was swift, though the in-flight entertainment was limited.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. My flight with Air France was quite ordinary. The staff was professional, but the food was nothing to write home about.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,15. Flew with Airline O and the seats were reasonably comfortable. The flight was slightly delayed but the communication was good.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,11. The baggage handling at Airline K was efficient. The flight was a bit bumpy but the pilot handled it well.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,20. The flight with Singapore Airlines was alright. The food was good and the cabin crew was professional.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"7. ""Airline G's boarding process was well-organized. The food was edible, but nothing to write home about.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"15. ""Airline O's flight was on schedule. The seats were somewhat narrow, but the in-flight service was prompt.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"18. ""The flight with Etihad Airways from Abu Dhabi to London was just fine. The plane was clean, and the staff was courteous. The meals could have been better.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"7. ""Airline D's staff were polite and did their best to accommodate passenger requests.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"6. ""Airline C's staff were professional and the flight was comfortable. The meal options were limited.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"3. ""Air Canada's economy class seating was comfortable enough for a short haul flight. The cabin temperature was a bit too cold for my liking.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"9. Lufthansa: The in-flight entertainment selection was extensive, but the food quality could be better.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"14. ""Singapore Airlines offers a good service. The seats were reasonably comfortable and the food was edible.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"16. My experience with Turkish Airlines was quite ordinary. The staff was professional and the flight was punctual, but the in-flight meal was not impressive.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"6. ""My flight with United Airlines was typical. The boarding process was a bit slow, but the flight attendants were polite.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,12. My experience with Lufthansa was fairly average. The flight landed on time and the cabin crew was polite. The food was typical airline fare.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"8. Airline E provided a comfortable flight with enough space, however, the temperature in the cabin was a little cold.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,15. Flew with Airline L this week. The flight was a bit crowded but the cabin crew managed it well.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"10. Virgin Atlantic provided a routine service. The flight was on time, and the snacks provided were average.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"3. ""Airline C's services met my expectations. The leg room was just enough for a comfortable journey.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"11. The flight with Airline K was generally good. Seats were comfortable, but the in-flight entertainment was outdated.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"17. ""Airline N's boarding process was a bit chaotic, but the flight itself was comfortable.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"2. ""Airline B offers a comfortable flight experience with ample legroom. However, the in-flight entertainment could use an update.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,12. The JetBlue flight was okay. The flight left on time and the cabin was clean.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,7. Airline G's seats were a bit narrow but manageable for a short flight. The crew was polite and attentive.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. ""Airline G's flight was reasonably comfortable. The food wasn't exceptional, but it was adequate for a short flight.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"7. ""Airline D's flight was fairly punctual. The in-flight entertainment was a bit lacking, but it was a short flight.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"6. ""Airline F provided adequate service with on-time departure and arrival. The in-flight meal options could use some variety.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"12. The flight with Airline I was normal. The in-flight entertainment could use an upgrade, but the staff was friendly.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"18. The service on Airline O's flight was satisfactory. The food quality was average, and the flight was on schedule.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"19. ""Airline P's flight was as expected. The seats were comfortable enough for the long flight.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"4. ""Airline A's seats were reasonably comfortable for a short-haul flight. No significant complaints.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. ""The flight with Airline J was on schedule. The in-flight entertainment had a reasonable selection.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,2. I found the in-flight entertainment options on Airline Y to be sufficient for a short-haul flight. The food quality could be improved.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,18. The cabin crew on Airline O was professional and attentive. The seats in economy class were a bit tight.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"18. The flight with Airline O was satisfactory. The seat comfort was average, and the staff was polite.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"7. ""Emirates provided a satisfactory level of comfort for the long-haul flight. The in-flight entertainment was quite diverse, but the headphones provided were of average quality.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"2. ""JetBlue provided a comfortable flying experience. The in-flight entertainment was fairly good with a nice variety of options.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,5. The flight with Emirates to Dubai was fairly comfortable. The meals served were of good quality.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"9. Air Canada's service was reliable, and the staff was pleasant. The in-flight meal was acceptable.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"2. Flew short-haul with Air France. The seats were quite comfortable, but the legroom was slightly limited.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,3. Delta Airlines provided timely service. The legroom was quite adequate but the entertainment system could use an upgrade.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"8. ""My flight with Airline E was just fine. The plane was clean and the crew was attentive.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"11. ""The pilot on my Airline H flight made regular updates, which was appreciated.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"8. I took a flight with Airline E. The flight was a bit late, but the service was acceptable.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,14. Airline K's flight was peaceful and the staff were cordial. The in-flight entertainment could use some more variety.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"13. My flight with Airline M was fine. The boarding process was smooth, but the snacks served were quite typical.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,9. My trip with Airline F was ordinary. No significant delays and the cabin crew was attentive.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"9. Allegiant Air provided a typical low-cost airline experience. The plane was a bit cramped, but the flight was on time.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"3. On my flight with Airline C, the in-flight entertainment had a good variety of movies. The seats were fairly comfortable.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"7. ""Air France's flight was generally comfortable, but the food was quite plain. The staff were professional.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"12. The flight with Airline I was fine. The food was typical airline fare, and the cabin crew was professional.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. The flight with Qantas was average, the staff was polite, and the in-flight entertainment kept me occupied during the flight.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"13. ""Airline J's in-flight Wi-Fi was a bit slow, but functional for basic browsing.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"18. The flight with Aeroflot was okay. The boarding process was smooth, but the in-flight entertainment could use an upgrade.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"5. American Airlines: The service was efficient, but the legroom was a bit limited.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"15. The Turkish Airlines flight was acceptable. The flight departed and landed on time, but the food was average.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"12. ""Cathay Pacific's seats are satisfactorily comfortable, but their in-flight entertainment is somewhat outdated.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"5. On my Air Canada flight, the plane departed and arrived as scheduled. The legroom in economy class was average.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,4. My flight with Qatar Airways was fine. The cabin crew was polite and the food was decent.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"16. ""KLM's flight staff are usually friendly, but the quality of their in-flight meals is unexceptional.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"9. Qatar Airways provided an average service. The flight landed on schedule, but the cabin temperature was a bit uncomfortable.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"7. ""The flight with Airline G was comfortable. The check-in process was fairly quick and efficient.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"11. The boarding process with Airline H was orderly, but the departure gate was far from the main terminal.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,14. Airline K offered an okay in-flight meal. The staff was professional and the flight arrived on time.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,13. The staff on Airline J were friendly and professional. The legroom was a bit limited for a long-haul flight.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"4. ""American Airlines provided a reasonable service. The legroom was somewhat cramped but the food served was quite tasty.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"6. ""Air France provided a comfortable flight experience. The legroom was sufficient, and the flight departed on schedule.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"5. ""The Lufthansa flight was fairly comfortable with adequate legroom. The food could have been better, but the service was efficient.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"20. ""Airline Q's cabin was a bit cold, but blankets were available on request.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"12. ""Airline I's online check-in process was straightforward and convenient.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"19. ""Cathay Pacific provides a good service. The seats could have been more comfortable, but the in-flight entertainment was good.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"15. I flew with JetBlue recently. The service was average, the flight was on time, but the food was quite ordinary.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"19. I flew with KLM. The staff was friendly, but the flight was slightly delayed. The seating was quite compact, however.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"8. ""Qatar Airways offered a good selection of movies for in-flight entertainment. The food was average.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"5. ""The legroom on Airline B's economy class was just adequate. The cabin crew was professional and polite.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"18. Airline O's flight was okay. The cabin was clean, but the legroom was a bit tight.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"8. The flight with Airline E was good, the seats were a bit cramped, but the service was efficient.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"19. ""My experience with Airline S was satisfactory. The flight was punctual, but the food quality was average.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"9. ""Airline F delivered an ordinary flying experience. There was a good selection of movies and the flight was punctual.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"19. The flight with Ryanair was average, the boarding process was well-organized but the seats were not very comfortable.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"6. ""On my flight with Airline C, the cabin was comfortable enough. The food could have been better.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"2. ""United Airlines' in-flight entertainment was adequate, with a good selection of movies. The food, however, was just average.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"14. The flight with Cathay Pacific was average, the staff was polite but the in-flight entertainment was a bit outdated.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"6. ""Airline C's flight landed on time and baggage claim was efficient. The cabin temperature was a bit too cold.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,14. Airline K's flight was on schedule and the cabin crew was friendly. The baggage claim process was a bit slow but manageable.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"14. The KLM flight was okay. The staff was efficient, but the inflight entertainment was a bit outdated.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,4. The seats on Delta Airlines were reasonably comfortable for a long-haul flight. The cabin crew were professional and attentive.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"6. ""Southwest Airlines offered a basic, no-frills flight experience. The seats were reasonably comfortable for the price.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. ""Airline G's flight attendants were courteous. The in-flight entertainment options could use some updating.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"13. Singapore Airlines: The plane was clean and the service was efficient, but the in-flight entertainment could use more variety.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"15. ""The cabin crew on Airline L's flight was polite and professional. The food, however, could use some improvement.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"11. Cathay Pacific's flight was ordinary. The flight was on time and the cabin crew was professional, but the meal choices were limited.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"6. ""Airline C's boarding process was organized, although the queue moved a bit slowly.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"10. The flight with Airline G was comfortable, but the Wi-Fi connectivity was unstable. The staff was courteous.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"14. ""Air Canada provided an average service. The flight was on time and the check-in process was hassle-free.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"6. ""Flew with Ryanair and the experience was just as expected. No extras, but the ticket price is affordable.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"15. The flight with Airline L was okay. The legroom was sufficient, but the cabin temperature was slightly too cold.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"17. The Alaska Airlines flight was alright. The flight was punctual and the check-in process was efficient, but the food options were mediocre.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"3. The Delta Air Lines flight was okay for the price. The seats were somewhat cramped, however, the flight arrived on time.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,8. The Southwest Airlines flight was fine. The boarding process was smooth and the seats were fairly comfortable.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,17. The boarding process at Airline N was organized and the flight was on time. The meal served on board was average.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"18. ""The Virgin Atlantic flight was fine. The seats were comfortable, and the in-flight entertainment was average.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,19. The JetBlue flight was fine. The in-flight service was efficient and the plane was clean.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"5. The flight attendants on Airline B were professional, but the food could have been better.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,17. Qatar Airways: The boarding process was orderly and the flight landed on time. The seat comfort was average.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"3. ""Delta Airlines' staff were professional and courteous. The legroom was a bit tight but manageable for a short flight.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,4. Lufthansa's flight was overall up to the mark. The seats were comfortable but the food could use some improvement.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"7. ""The flight with Airline D was uneventful. The crew was professional, but the seat reclining function was not working.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"3. My flight with Southwest was on time and the boarding process was handled in an organized manner. The legroom, however, was a bit tight.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,11. Had a usual flight experience with Airline H. The flight was punctual and the check-in process was smooth.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"8. ""The flight with Airline H was on schedule. The seats were comfortable, but the cabin temperature was a bit too cold.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"6. ""The journey with Airline C was usual. The cabin was reasonably clean, the legroom was fair.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"7. ""Singapore Airlines has a clean cabin environment, although the cabin crew could be more responsive.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,14. The flight with Virgin Atlantic to London was okay. The legroom was adequate and the food was standard.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,4. Airline A's website is user-friendly and booking a flight was easy. The seats were a bit uncomfortable for a long flight but the service was acceptable.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"9. ""The flight with Airline F was quite pleasant. The food was mediocre but the drinks selection was diverse.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"4. ""Airline A's in-flight meal was average, but their on-time departure and arrival were impressive.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,10. Airline G had a good range of in-flight movies. The food could use some improvement though.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"11. Flight was delayed with Airline H, but they kept passengers informed. The food and drink service was prompt.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,9. Airline F provided an acceptable service. The Wi-Fi was a bit slow but the flight itself was on time.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"18. ""Airline O's baggage claim process was quick and efficient, reducing waiting time.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"1. The flight with American Airlines was uneventful, the staff was courteous and the seats were comfortable enough for a short flight.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"19. ""The Iberia flight was fine. The food was average and the seats were comfortable enough for the journey.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"9. ""Airline F's flight was just fine. The seats were moderately comfortable and the meal was average.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. ""I had a normal experience with Airline G. The cabin was a bit crowded but the service was professional.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"8. ""Delta Airlines offers reliable baggage handling, but their flight delays can be quite frequent.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,16. The flight with Ryanair was on time and the boarding process was streamlined. The seating was a bit tight but manageable.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"2. The legroom on Airline B's economy seats was adequate, but not spacious. The cabin crew was professional.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"20. The flight with Virgin Atlantic was okay. The cabin crew was friendly, but the seats were a bit cramped and the in-flight entertainment selection could be improved.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,13. I used Airline J for a domestic flight. The legroom was a bit tight but the flight left and arrived on schedule.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"4. The flight with Airline A was okay. There was enough legroom, but the in-flight entertainment was limited.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"6. I traveled with Southwest Airlines. The flight was on time and the crew was helpful, but the food was quite mediocre.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,6. Emirates provided a fairly comfortable journey. The food was alright and the cabin crew was attentive.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,10. Airline G's seating was comfortable with ample legroom but the in-flight Wi-Fi was spotty.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"12. I flew with Alaska Airlines. The flight was on time, the seating was average, and the meals were acceptable.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"13. ""My KLM flight was satisfactory. The cabin crew was professional, although the plane seemed a bit outdated.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"4. ""The flight attendants on Airline A were courteous. The plane was clean, but the entertainment system needed updating.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,18. Airline O's flight attendants were polite. The airplane was a bit older but maintained well.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"7. ""The Air France flight was average with usual service and facilities. The flight attendants were polite and the flight was punctual.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"15. ""The flight with Cathay Pacific from Hong Kong to Vancouver was on time. The in-flight entertainment was okay. The cabin was a bit chilly.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"8. I took a trip with Lufthansa. The check-in procedure was efficient, the flight was punctual, and the service was ordinary.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"15. ""The flight with Airline L was on schedule. The cabin crew was friendly, but the legroom was a bit tight.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,5. Airline B's flight was punctual and the boarding process was well organized. The in-flight meal was not exceptional but was satisfactory.,,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"9. My flight with Emirates was fine. The plane was tidy, the staff was professional, and the in-flight entertainment was suitable.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"3. Emirates offered a good selection of in-flight entertainment. The food was typical airplane fare, nothing exceptional.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"16. My trip with Air New Zealand was fair. The cabin crew was professional and the flight was punctual, but the food could have been more flavorful.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"20. Ryanair: The flight was on schedule and the staff was professional, but the seat comfort could be improved.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"11. The service on Qantas was satisfactory. The flight took off and landed on time, but the in-flight meal was rather bland.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"20. ""The service on Airline Q's flight was average. The food and beverage service was on par with other airlines.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"4. Southwest Airlines: The free checked bag policy is a nice perk, but the flight was a bit delayed.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"8. My flight with Airline E was generally satisfactory. The seats were a bit uncomfortable, but the staff was polite.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"9. ""Airline I's flight was acceptable. The cabin crew was polite but the in-flight services were nothing out of the ordinary.""",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,8. My flight with Airline E was fine. The crew was attentive and the seats were as expected.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"13. Airline J provided a satisfactory in-flight experience, with timely departure and an average meal.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,12. The flight with Qantas was as expected. The cabin crew was professional and the in-flight entertainment was good.,,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"7. Ryanair is a budget-friendly option. The service was adequate considering the price, but the seats were not very comfortable.",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"10. ""Air France's flight was on time, which is always a good start. The in-flight service was unremarkable but efficient.""",,,,,,Neutral,Generated,synthetic,Positive
Unknown,General,Anonymous,,"11. The service on Emirates was as expected. The flight was punctual and the food was decent, but the in-flight entertainment was mediocre.",,,,,,Neutral,Generated,synthetic,Negative
Unknown,General,Anonymous,,"7. ""JetBlue's in-flight service was functional and the flight departed on schedule. The in-flight meals could use some improvement.""",,,,,,Neutral,Generated,synthetic,Negative
