review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,confidence_score
Yangon,airport,8 reviewsMark Ellwood,2017-09-26,Hugh brand new terminals both International and Domestic Check in was the usual full baggage screening but the lines were not long Once at check in again everything was easy as we were a group of  our tour guide checked all the bags as we just sat and waited all very efficient Airport vast and very clean once in departure lounge on upper level there were shops for snacks and good coffee or tea Announcements made over loud speaker system but very difficult to understand,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Surinam Airways,airline,3 reviewsJair Cameron,2018-11-02,Amsterdam to Paramaribo Surinam Airways has good service unfortunately the A had some maintenance so they leased an A from Wamos Air but they have the service from Surinam Airways The food was amazing with  hot meals The crew was very friendly but the airplane from Wamos Air wasnt so good  no IFE for a  our flight you can download the app for movies no power outlets just a standard seat with table Overall the service was good but the aircraft not,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
FlyGabon,airline,6 reviewsMichael Powell,2025-02-18,Apart from the usual lateness which one comes to expect from some regional airlines this was an excellent flight The aircraft was practically brand new and the cabin crew were professional Between booking and the actual flights it had changed its name from Afrijet to FlyGabon,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Guangzhou,airport,M Gong,2020-04-05,This airport is great It has all the necessities that an airport should have I dont get how it is placed  in the world It should be a top  airport All the staff are very helpful and friendly,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Muscat Seeb,airport,M Barten,2025-02-22,On arrival Very long queue for passport control over an hour They have plenty of staff but processing time per person is simply very long On departure queues were fine We were told to arrive  hours in advance  which meant waiting doing nothing for a long time There are no restaurants after security just a few fast food options Also WiFi only works if you can receive an OTP by text ie you already have data Clean and pleasant but some of the details could be thought through a bit more,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air Nostrum,airline,B Jonas,2020-02-16,Madrid to Toulouse Once again a punctual and comfortable flight Good legroom on time departure and arrival On flight entertainment was however not working  you have to pay for anything on board,8.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.396
Rotterdam,airport,Manuel Fernandez,2007-11-23,Good shopping for such a small airport Clean and clear Cheap car parking compared with Schiphol When arriving plane parked in front of terminal and was outside the building with my checked bag in  minutes,5.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.13542857142857143
Norwegian,airline,Anders Pedersen,2024-08-20,OsloCopenhagen th Aug  on a B Oslo Airport is shamelessly very pricey Timely arrived  minutes prior to schedule smooth flight Easy superfast checkin in Oslo Granted nice soft roomy seats and a full row of  loads of space Flight only half full Catering onboard good though only at hefty costs Ticket inexpensive No IFE WiFi or frills But no complaints the price does not allow for much complaints Boardingdeboarding very quick through jetbridges Aircraft and FAs were somehow aged but all worked effectively,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Montevideo,airport,Enrique Simeone,2013-01-10,Spacious clean well located well serviced bright naturally illuminated airport Large halls with folk articles shops and chemist money exchange bureau and wrapping baggage service A breeze Fine areas for check in and spotless lavatories Once checked in fast track to security and immigrations available Smiley faces all over the airport Excellent Duty free shop Very good VIP lounge,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Ekaterinburg Koltsovo,airport,Serge Plyshevski,2012-11-21,Used to be very busy in the Soviet times since then reduced the traffic by at least  At the same time the new terminal was built with more adequate waiting spaces It is rather modern and clean Food service is kind of slow Public transportation to the city is not on top and I used parknfly only once,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Thessaloniki,airport,40 reviewsH Jansen,2024-01-21,A moderately sized airport some km away from the city center Its clean and modern and during the offseason security check was very fast and efficient Dutyfree shopping is in abundance and has some good offers Staff is very friendly far nicer than what you experience at other airports All arrivals and departures are busboarding only as there are no jetbridges Connection to the city is by taxi or bus X which cost only  euro,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Cobalt,airline,Nicolas Simonis,2018-07-14,Larnaca to Athens This is registered as a Cypriot airline yet it seems that they are against the local language in that safety instructions are given only in english On this airline it is impossible to select a free seat only paid seats can be selected via web The aircraft was more than perfect clean but was not near jetways and bus was used for boarding  In flight magazine price list and safety instructions were overused Nothing was offered during the flight if you want a drink you pay for it,3.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Washington National,airport,52 reviewsMahmud Noormohamed,2023-10-27,This review applies to Terminal  only American Airlines Transited through a rather busy Reagan National There are great views for the airfield from the D concourse terminal building and E concourse The walk from the end of D concourse to the end of E concourse is rather long and with only a  minutes connection I made it to the connecting gate in E concourse with  minutes to spare Overall a good airport and terminal to transit through,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Savannah,airport,Paul Mcglynn,2017-05-23,This is one of the nicest airports I have visited The staff are all helpful and cheerful The security system is quick and efficient and the seating areas are comfortable and spacious The woman playing piano in the area prior to security really sets the tone The whole expereince was professional polite and efficient,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
LAN Colombia,airline,S Donnelly,2010-02-06,BOGMZLBOG I took them from Bogota to Manizales when I was visiting Colombia in December The crew was fantastic airport staff was polite The planes were new comfortable and service was great Tickets were very reasonable but book them early through the website to take advantage of the promotional fares which could equal  US round trip depending on where you are going and how early you book,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Libyan Airlines,airline,G Rake,2009-09-09,Manchester  Tripoli Late leaving Manchester due out at  and eventually left at around pm Smallish plane two seats either side of the aisle but hardly anyone on board so plenty of room Plane was new and the experience was fine cabin crew were helpful and friendly and food was good No video screens or music so take your own or a book Will be using this route again,4.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Aalborg,airport,M Larsen,2009-03-26,Aalborg Lufthavn AAL is a smallish airport near the city of Aalborg There is not usually a lot of people leaving or arriving at any one time so there is hardly ever any time wasted standing in line for checkin or security checks  brilliant A very friendly and inviting atmosphere overall,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Derry,airport,Paul Devine,2014-11-12,Great Airport  used it for a Ryanair flight to Stansted Small highly efficient  great bar restaurant and shops A breeze to get through  am going to use again Wish they were all like this,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.921
Utair Aviation,airline,P Sprumont,2014-06-08,I returned this week from Tyumen to Munich Another B this time with vintage business cabin and seats As I was alone in the section I missed the Europeanstyle seats that would have allowed me to completely lie down instead of sitting with a  recline Crew were smiling and helping with more polyglot aptitudes than during my preceding flight Excellent tasty lunch with Sardinian I checked red wine Takeoff and landing right on time I shall not hesitate to fly with UTair again,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Detroit,airport,Michelle Prephan,2023-07-14,Detroit Metro is always clean convenient and well maintained Staff is usually pleasant and helpful We travel through DTW about  times per year and we have always had a positive experience,10.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.3665454545454545
China Airlines,airline,K Pellberg,2024-11-27,Lovely crew Very clean plane and rather comfy seating The seat belt  sign was on most of the flight although not much turbulence Quite many announcements The food was fine but wine glasses very small,7.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.20245714285714286
Cathay Pacific Airways,airline,123 reviewsMichael Schade,2025-02-17,Check in in Bangkok swift and friendly lounges and boarding in Bangkok and Hong Kong always top notch Service and catering on both flights good What  annoys me with flying economy on CX is their unwillingness to credit any Avios in non CX One World programs I was willing to pay a higher fare to get my points but there isnt any which credits points in Economy That is the reason to make me think twice to fly Cathay again in Y in the future,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Anchorage,airport,M McManus,2011-10-16,Went to Anchorage in late  Airport has some restaurants on the security side of the airport but not a good choice and the quality was not too good The gift shops on the other hand are excellent especially if you are looking for Native American art Be warned that quite a few souvenirs are like snow shakers with water which will be taken off you by security if you need to pass through them again Information screens were useful Plenty of seating and quite a view out of the terminal window,6.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Baku,airport,Mohamed Roshan Arakkal,2018-09-17,Free WiFi cleanliness and planning are good Queue for security and immigration took around  minutes Should deploy more staff for this purposes Restaurants after check in are less and with no good choice,5.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.156
Mahan Air,airline,H Sahein,2022-10-30,Felt like flying in the old days Flew this one hour flight from Kerman to Tehran in a packed sold out flight operating by an old Airbus A which was refurbished immaculately and very clean The flight attendants were nicely dressed and friendly It was rather hot at Kerman and I was surprised to find a cold bottle of water on seat back pocket for every passenger on this massive jet They a light dinner free of charge  Over all it was the best domestic flight I have ever taken,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Skymark Airlines,airline,Ton van Schaik,2015-01-23,Flown HanedaChitose and FukuokaHaneda in the new A Very good seats almost like business class seats  Service on board was excellent Drinks and snacks for a small fee about  euro for a coffee Will fly with them again when in Japan,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
AirAsia Zest,airline,1 reviewsIshmael Fusilero,2015-09-12,My AirAsia Zest flight was a short flight from Manila to Cebu but a good trip I arrived  minutes earlier than scheduled my seats were upgraded for free and my check in luggage arrived on time in the baggage claim Everything was good but unfortunately during my flight they took off the headrest covers on the seats and the head rest looks unclean For money I paid for and the service I got I was satisfied,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air Astana,airline,Gary Stoykov,2024-05-13,Excellent flight comfort service politeness The flight is around  hrs long and we were served a decent meal a good selection of beverages provided good entertainment in comfortable seats MTotally recommended,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.6019999999999999
Hakodate,airport,12 reviewsK Huang,2024-05-05,Small airport which was about  minutes on bus to the city center Facilities was good and clean Baggage claim was fast and thoughtful as at many other Japanese airports Signs and directions were also clearly noted in English,8.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.11727272727272728
Kan Air,airline,7 reviewsD Ragetrios,2016-08-23,Chiang Mai to Khon Kaen with Kan Air A small but very efficient airline ATR very clean ground staff did a great job and the biggest surprise  options between fish and chicken meal with rice for a  minute flight with  rounds of drinks I choose this airline as the fastest way to go from Korat airport closed to Chiang Mai via Khon Kaen to avoid a  hour bus ride As for the price  this was half than a bus ticket to Chiang Mai Excellent,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
SmartLynx Airlines,airline,H Zuithoff,2023-03-18,Very pleasant airline Friendly and helpful crew Reasonable prices for food and drinks on board There was limited choice but that is ok on a  hour flight  This was the second time I flew with SmartLynx We had a nice flight and I would fly again with this airline,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Paderborn,airport,M Pape,2015-08-09,Great regional airport Friendly people and some little shops It is nice and clean everything goes fast I have never waited more than  minutes The flights to Munich and Frankfurt gives opportunities to travel from there and the flights to Antalya and other vacation destinations are great too,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Tromso,airport,D Maher,2013-05-27,What a great airport From the city centre bus stop to departure gate in just  minutes  friendly check in and security staff and of course amazing views of the surrounding mountains As a previous poster said along with Tallinn this must be one of the nicest and quickest European airports to use,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Phoenix Sky Harbor,airport,11 reviewsPierre Ferrandi,2024-07-15,Phoenix is the easiest of all major US airport to get in and out of I picked Phoenix as my home based in part because I needed a reliable airport considering how often I fly and PHX does not disappoint The new terminal  is really excellent and the improved lounge situation at Terminal  is really appreciated,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Manchester,airport,Janette Grundy,2024-12-14,I recently flew out of Manchester Terminal  A great experience from leaving the car at the pre booked car park No queues at bag drop off or security even though I had bought a fast track pass The terminal is clean bright and well appointed Within  minutes of arrival I was eating breakfast in San Carlo My return trip was as efficient within one hour of landing I had collected my car and was at home Terminal  is a revelation after the dire experiences of Terminal  Well done from me,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Caribbean Airlines,airline,S Mahoney,2024-03-12,Wonderful crew on this very short flight The aircraft comfort better than the ATR which is the main BW commuter No service on this  minute hop but all in all great value and on time,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.6071999999999999
Mahan Air,airline,H Sahein,2022-10-30,Felt like flying in the old days Flew this one hour flight from Kerman to Tehran in a packed sold out flight operating by an old Airbus A which was refurbished immaculately and very clean The flight attendants were nicely dressed and friendly It was rather hot at Kerman and I was surprised to find a cold bottle of water on seat back pocket for every passenger on this massive jet They a light dinner free of charge  Over all it was the best domestic flight I have ever taken,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
HOP!,airline,38 reviewsRichard Callis,2018-09-10,Couple of short flights with HOP An Embraer to Paris then a Bombadier down to Perpignan Both aircraft cabins were nice staff were friendly and helpful and the snacksdrinks on board were satisfying Flights were on time As a platinum cardholder my connection between CDG and ORY was without charge saving  Euro which is a really practical and helpful perk of Flying Blue membership thanks Air France for that I fly a lot with HOP and they always do a good job well done again,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Buta Airways,airline,81 reviewsRichard Laycock,2019-11-09,Tbilisi to Baku Everything went smoothly here Boarding was quick and on time We were pushed back on time which also meant the flight left on time It was only a short hop of mins I will see how they are again when I fly  hours plus on my next flight Overall No issues Airline very smooth and would recommend,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Singapore Airlines,airline,Mostafa Khadem,2025-03-19,Excellent services as usual by Singapore Airlines from Darwin to Singapore on  March  even though I was fasting and unable to eat my foods they didnt forget to give me a box of dry foods and drinks to break my fasting Thanks a lot to the cabin crews Flight from Singapore to BKK SQ on  March was great too Always excellent service,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Coimbatore,airport,Sharon Wilson,2006-04-27,Contrary to what I had expected to find at a small domestic airport the terminal was beautifully clean well laid out with the benefit of some shops friendly staff who helped us through the security and check in process Ladies toilets both Indian and Western style were acceptably clean AC was okay if you were standing under it I would have no hesitation in travelling through this airport again on future visits to India Well done to those who maintain the Airport  keep up the good work,0.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Honolulu,airport,Steve Craig,2023-02-24,This airport is old inefficiently designed lacking courteous employees more interested in chatting with each other Waited in a line  ft long OUTSIDE I know Hawaii is nice but that tells you that the line was long prior to getting inside the terminal to go through security They are just lucky that people tolerate this in order to be in Hawaii I would have given less than a  if the guy at Starbucks wasnt so great,3.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Tontouta,airport,A McNicol,2013-05-05,Arrived on full QF from Sydney on  April Fantastic new airport that does credit to New Caledonia Clean modern and very quick from a full plane to bus transfer to Noumea,10.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.5135454545454544
Rhodes,airport,K Henson,2024-10-03,Cant fault this airport at all the staff are very friendly  helpful I found the experience of arrival  departure stress free Its nice  clean  one of the friendliest airports I have ever been to on my holidays abroad,10.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.38175
Hong Kong,airport,JJ Rockwell,2025-04-02,The airport claims it has smooth transit and easy to read signs in English helpful staff and an efficient process My experience was the complete opposite After arriving and trying to find my departure process I was told to go back backandforth to the same places by people who could not understand what I was saying this took  minutes to an hour and each time I had to rewait in line again So finally I said Im not leaving till you direct me to the right place,1.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Sapporo Chitose,airport,B Walker,2011-07-27,Ive flown through this airport  or  times now and its always a good experience Its a lovely modern building the staff are very helpful securitycustomsimmigration has always been quick and painless It only takes  mins by train they have a decent airport hotel located in the domestic arrivals terminal and its always spotless,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Zanzibar,airport,Vesa Laeaekkoe,2022-11-19,New international terminal is ok but nothing special  departure gates in total so not very big On arrival most people did VOA  visa on arrival so queue to get it and then another queue to pay it took quite long On departure checkin and security went smoothly on airside there were only one shop and a caf open so there wasnt much to do Wifi is free but works onoff not good for streaming anything but good enough for basic surfing At least terminal is new and clean with decent air conditioning,6.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Taipei,airport,Chiada Wu,2024-08-21,Taoyuan International Airport provides a comfortable travel experience with modern and clean facilities and very friendly and professional staff  However its worth mentioning that security and checkin queues do tend to be slightly longer during peak hours which may impact some travellers schedules It is hoped that there will be further improvements in the future to provide a smoother traffic experience,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Hartford,airport,M Auerbach,2010-02-24,Security thorough and lines short  thrilled to find that one of the TV monitors at the Southwest gates showed the local PBS channel  a nice alternative to the usual cable news and sports programming Custodial staff cleaned gate areas twice in one hour Spacious naturally lit gate area was a nice oasis from usually crowded departure areas,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Bassaka Air,airline,1 reviewsB Reece,2017-10-18,Phnom Penh to Siem Reap The cabin crew on our flight were amazing They were smiling and managed to provide every passenger with a beverage on this very short  minute flight We will definitely be using Bassaka Air in the future due to the affordable prices cleanliness awesome flight attendants and speedy service,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Aalborg,airport,M Larsen,2009-03-26,Aalborg Lufthavn AAL is a smallish airport near the city of Aalborg There is not usually a lot of people leaving or arriving at any one time so there is hardly ever any time wasted standing in line for checkin or security checks  brilliant A very friendly and inviting atmosphere overall,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Addis Ababa,airport,Frank Rispin,2024-03-16,Check in and immigration fine Nice breakfast in London Cafe Smooth boarding for Windhoek from A Return Cape Town to Addis  Arrival At Bole smooth and quick no que at visa on arrival Luggage fine Out quickly,10.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.34628571428571425
BH Air,airline,D Wilson,2011-09-21,DSA to BOJ Balkan Holidays airlines have got better and better prices onboard are expensive and prices are not in seirling Leg room is great and the newer aeroplanes are comfortable for  hours Cabin crew helpful and friendly,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.883
Bandung,airport,Henri Bemelmans,2018-05-20,Not Verified The new airport is much better than the old but the issue with taxis remains The military controls the airport and hence which taxis are used No meters and extortionate fares Better off walking  minutes south on road outside arrivals right angle to airport terminal and pickup a bluebird or AA cab from there Clean and metered Pity the Government does not stop in and do something about this as it is a horrible welcome to what is otherwise a friendly and interesting city and region,7.0,Positive,Positive,Positive,Positive,Negative,3/3,,1.0
CSA Czech Airlines,airline,4 reviewsDavid Cerny,2020-01-10,Prague to Copenhagen Flight was operated by Czech Airlines A reg OKMEL not with lowcost Smartwings  like almost all other CSA flights Departure was delayed only about  minutes we arrived on time Staff was nice and friendly Ordered food was so expensive CZK but delicious Aircraft was clean and seats were comfortable,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Sao Paulo Guarulhos,airport,H Shaw,2021-01-07,Please note this review is for Terminal  This terminal was opened  years so its relatively new Terminal looks classy with the palm trees outside it Had a good experience at Guarulhos Security line was quick and efficient Passport control was also light in traffic and staff were polite as is often the case in Brazil Not too many shops but the terminal is manageable and not huge so walking distance is good What lets Guarulhos T down a bit is the signposting needs to be better The Free WIFI was great,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Privilege Style,airline,Abdal Ghafar,2020-01-25,Munich to Kabul Privilege Style is flying this  year old Boeing  on behalf of other customers as a charter airline The flight was okay  seats are comfortable enough and i felt safe throughout the journey,5.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.16499999999999998
Martinair,airline,A Rochard,2008-11-06,YYZAMSYYZ Legroom was okay got the exit row on the way back Food decent for a charter Seat width normal unlike Air Transat they dont squeeze an extra row of seats in I didnt feel the need to upgrade to Economy plus The personal entertainment device portable hard drive with monitor was great Worth the  euro on the day flight back,4.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
QantasLink,airline,178 reviewsJohn Curtain,2024-08-18,A short but enjoyable flight Staff were friendly and helpful  Check in was easy and the plane left on time  A small snack was provided which is fine on so short a flight They also offered free beer and wine which was a nice surprise,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
VLM Airlines,airline,M Fitzgerald,2015-06-11,Excellent flight more leg room than other airlines  cabin stewardess who was excellent and  tended to all passenger requirements served all passengers with  complimentary food with drink which is unknown nowadays Good old fashioned service and customers do count Flight from Waterford VG th June,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Bhopal,airport,Swapnil Varghese,2017-04-12,I wanted to acknowledge the entire ground staff including the Security who helped us a great deal to arrange boarding the aircraft We reached airport just  min before scheduled departure and the checkin was closed After requests since we as a family had to take onward flight from Delhi the ground staff went out of their way to help us,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Kent,airport,Mark McFerran,2005-02-04,Even though it is small this is one of my favourite airports Its a  minute walk from the plane to the terminal baggage is normally on the belt as soon as you arrive in and the best part is the cafe not only is it cheap but they have excellent hot bacon rolls and the fresh cakes are excellent too If only public transport links were better though I have been told the National Express service to London will soon call at Kent International,0.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Caribbean Airlines,airline,Morino Ravenberg,2023-06-22,I went to Jamaica for a week on vacation and I have no complaints regarding Caribbean airlines Not the best airline on the planet but theyre definitely by far not the worst  they are reasonable and if youre willing to spend a bit more than business class definitely is substantially more comfortable The only drawback that I can think of but that isnt their fault is the fact that on the return trip I had to make four stops in four different countries,7.0,Positive,Positive,Positive,Positive,Negative,3/3,,1.0
Iran Aseman Airlines,airline,M Kleine,2014-04-06,An old Fokker  departure and arrival on time very smooth landing proficient bilingual staff and excellent food omelette with herbs coleslaw and chicken,9.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.4835999999999999
Emirates,airline,16 reviewsBerton,2025-04-01,An uneventful flight to Amsterdam Catering was not the best this time bland food and sides We were served twice it filled our stomach but that was it Service provided by the staff was friendly and speedy despite a full plane Seats were comfortable We landed  min earlier in Amsterdam,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Ellinair,airline,44 reviewsS Karykas,2018-10-09,Thessaloniki to Athens Very nice and comfortable journey Flight was almost full Used the website to checkin and a mobile phone boarding pass was sent making it really easy Crew was friendly and helpful Candy small snack and drink offered in this  domestic Greek flight Luggage was included in the price and although I did not have any it made the cabin have much more space for peoples handluggage Timely and orderly departure and arrival Very good experience  I  recommend them on this route,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air Niugini,airline,17 reviewsGlenn Mcgee,2023-05-02,Flew Air Niugini because of the B very nice cabin in a xx configuration Took seat A bulkhead seat very comfortable with heaps of leg room Staff were amazing and very attentive food was OK entertainment was enough for this flight of approx  hrs,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Valladolid,airport,Karel Hladky,2008-07-25,A very tiny airport at  km to Valladolid Only a little number of flights a restaurant and a drinks and snacks machine Clean safe and quiet,0.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.0815
Belfast City,airport,M Harrison,2019-01-09,Thumbs up for Belfast City Airport Excellent revamp New improved security area Bigger Duty Free Shop  not sharing any space with other retail Much more passenger seating Good new bar with charging points and a family  table service area The views of the apron have not been compromised This makeover is long overdue  now gives Belfast International a run for its money and much more user friendly than London City my final destination today,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Crown Point Tobago,airport,19 reviewsKazi A Mehedi,2016-03-23,Small airport but airport location wonderful Dont have boarding bridge Ground staff are very fast No need to wait for a long time to check in bags I got my bag on arrivals right after reaching the belt  very fast Staff are friendly No shops inside airport  taxi counters before arrival gate,6.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Caracas,airport,Fernando Moibani,2005-08-28,I guess Mr E Bernal hasnt been to CCS Intl recently This airport has been totally renewed since June a brand new arrival area was opened with about  desks and very friendly staff Deplane go through immigration and picking up your luggage takes about  minutes So I recommend you to save those US  and continuing to fly through Caracas By the way I did not know that there were flights from Maracaibo to Aruba,0.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Hamilton,airport,Anne Marie Blackburn,2019-10-09,Loved it Takes no more than  minutes from entering to get to the gate When you depart  minutes It was like heaven compared to Toronto where there are long lines lots of computers and where it takes so long to get to the gate and where you dread the lineups getting off the plane for the same reason It is convenient it is quick clean and has a Tim Hortons,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Columbus,airport,C Barlow,2017-06-27,John Glenn International is a great midsized airport for easy travel The terminal was recently  renovated and is very clean bright and modern There are many dining options now that werent present just a few years ago One of the best things about it is the free WiFi and charging plugs for every seat in the waiting areas Overall this is one of the best airports Ive traveled through,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Malindo Air,airline,D Thompson,2023-12-14,My first time flying with Malindo now Batik Air Fabulous experience smooth checkin luggage included Friendly attentive staff Much more comfortable seats that either Air Asia or Jetstar Good pricing I have already booked another  flights Impressive economy airline   for the price you pay,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
San Sebastian,airport,S Williams,2007-05-07,MalagaSan Sebastian Approach looked a bit dodgy as the airport is sandwiched between the Pyrenees and the sea but in reality it was a gentle descent From aircraft to baggage   yards Baggage arrived very rapidly my host had parked in the free carpark only another  yards away Clean modern airport not actually in San Sebastian but Irun about  minutes from the French border very convenient for Biarritz,4.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Jersey,airport,Julie Myatt,2019-08-01,Lots of seating Not enough electric plugs or charge points WiFi was hopeless  it didnt work Tannoy too loud Staff seem nice enough Appeared clean,4.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.15359999999999996
Regional Express,airline,Neil McCubbin,2019-08-13,I flew with Rex on  flights recently between Lismore Sydney and Wagga and return All flights were on time comfortable and the service was very good I particularly wanted to commend flight attendant Georgia on the Wagga  Sydney flight She exuded a genuinely warm personality in every aspect of her work from the friendly smile and pleasant voice to the competent service,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Milwaukee,airport,Brandy Epple,2014-02-05,Loved flying into Milwaukee We flew in from DC with AirTran to attend our daughters naval bootcamp graduation and what an excellent airport It was a short  minute drive to North Chicago We even loved the enterprise rental car pickupdropoff I highly recommend this airport,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Tianjin Airlines,airline,Pui Ki Chan,2020-02-13,Xian to London on th Feb  Aircraft only  years old Good amount seat recline with charger available however the entertainment system need an upgrade It is the coronavirus outbreak at moment the crew did an excellent job measuring temperature and disinfected the aircraft Excellent cabin service I went back to spoke with cabin crew they are willing to share their stories and experiences The lack of entertainment system is covered by the excellent crew service,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Dubai World Central,airport,Manav Parmar,2023-02-12,Definitely deserves  Nice staff and beautiful sight I loved how they just fit I didnt like that there are two gates and you have to wait a while for the second one too Usually there is only one The bathrooms were clean and had great terminal seating,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Grand Rapids,airport,2 reviewsJoseph Leonetti,2022-01-01,Very clean and well taken care of This airport is served by so many great airlines with diverse destinations I do think that GRR needs more international routes At GRR the airport is not too big so it makes efficient travel Also they have a good selection of shops and stores The airport facility looks really modern and cool for being over  years old The only cons is that sometimes it can get a bit crowded and the staff doesnt manage high groups of passengers well Would give an  if I could,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Estonian Air,airline,U Robertinho,2013-09-02,Stockholm  Tallinn  Kiev and back Clean and nice Embraer on the first leg and a new CRJ on the second Overall a pleasant experience Transit at the small Lennart Meri ariport in Tallinn smooth and easy Staff rather dull but agreeable I would gladly fly with them again,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Pula,airport,Dora Reis,2019-09-05,Really small airport but everything went fine Fast check in and fast security check Theres only one coffee shop   kuna for a cappuccino and  kuna for water is a decent price People speak English and are friendly The WiFi works fine but you have to get the password from the personnel I asked a girl from the duty free shop Taking  points away only because the WiFi password is not available somewhere and you have to ask and there are no nice seating areas,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
