review_text,review_classification,review_name,review_type,passenger_name,review_date,source
20. Airline Q's service was acceptable. The seats were comfortable enough and the crew was professional.,Neutral,Unknown,General,Anonymous,,synthetic
1. The flight on Air Canada was satisfactory. The crew was professional and the meals were average.,Neutral,Unknown,General,Anonymous,,synthetic
"2. I flew with Delta Airlines and experienced typical service. Nothing special to report, but no significant issues either.",Neutral,Unknown,General,Anonymous,,synthetic
3. My experience on United Airlines was average. The flight was on time and the cabin was clean.,Neutral,Unknown,General,Anonymous,,synthetic
"4. I was comfortable during my flight with American Airlines. The flight attendants were friendly, and the in-flight entertainment was decent.",Neutral,Unknown,General,Anonymous,,synthetic
"5. My Qantas flight was acceptable. The aircraft was a bit older, but the crew made the journey pleasant enough.",Neutral,Unknown,General,Anonymous,,synthetic
6. My flight with Emirates was standard. The seats were comfortable but the food was nothing extraordinary.,Neutral,Unknown,General,Anonymous,,synthetic
7. British Airways offered a satisfactory service. The flight was on schedule and the legroom was decent.,Neutral,Unknown,General,Anonymous,,synthetic
"8. I took a flight with Southwest Airlines. The process was smooth, and the cabin crew was efficient.",Neutral,Unknown,General,Anonymous,,synthetic
9. My journey with Singapore Airlines was average. The seat was comfortable and the meal was acceptable.,Neutral,Unknown,General,Anonymous,,synthetic
10. Lufthansa provided a typical airline experience. The flight was on time and the crew was professional.,Neutral,Unknown,General,Anonymous,,synthetic
"11. My flight on Etihad Airways was satisfactory. The in-flight entertainment was good, but the food could have been better.",Neutral,Unknown,General,Anonymous,,synthetic
12. The JetBlue flight was okay. The flight left on time and the cabin was clean.,Neutral,Unknown,General,Anonymous,,synthetic
"13. I had an average experience with Cathay Pacific. The crew was polite, and the in-flight entertainment was decent.",Neutral,Unknown,General,Anonymous,,synthetic
14. My trip on Air France was typical. The flight was on time and the crew was friendly.,Neutral,Unknown,General,Anonymous,,synthetic
15. The service on Alaska Airlines was satisfactory. The flight attendants did their job diligently.,Neutral,Unknown,General,Anonymous,,synthetic
"16. I flew with Ryanair. The journey was smooth, and check-in was efficient.",Neutral,Unknown,General,Anonymous,,synthetic
17. My flight on Turkish Airlines was average. The seats were comfortable and the food was decent.,Neutral,Unknown,General,Anonymous,,synthetic
"18. The Virgin Atlantic flight was okay. The flight was punctual, but the legroom was a bit tight.",Neutral,Unknown,General,Anonymous,,synthetic
19. My journey with Aer Lingus was standard. The cabin was clean and the flight attendants were professional.,Neutral,Unknown,General,Anonymous,,synthetic
20. I flew with EasyJet and had a typical experience. The flight was on time and the boarding process was efficient.,Neutral,Unknown,General,Anonymous,,synthetic
"1. The flight with Air Canada was on time and uneventful. The in-flight meal was acceptable, nothing extraordinary.",Neutral,Unknown,General,Anonymous,,synthetic
2. Emirates provided a basic level of comfort on our long-haul flight. The entertainment system was adequate with a decent selection of films.,Neutral,Unknown,General,Anonymous,,synthetic
3. The Southwest Airlines flight attendants were professional and did their job efficiently. The snacks offered were standard.,Neutral,Unknown,General,Anonymous,,synthetic
4. The Lufthansa flight was clean and the in-flight service was up to expectations. No significant issues to report.,Neutral,Unknown,General,Anonymous,,synthetic
"5. American Airlines provided a smooth check-in process and the flight departed on time. The legroom was a bit limited, but manageable.",Neutral,Unknown,General,Anonymous,,synthetic
6. The Qatar Airways flight was satisfactory. The crew was competent and the food was typical for an airline.,Neutral,Unknown,General,Anonymous,,synthetic
"7. The Delta Airlines flight was fine, with on-time departure and arrival. The seat comfort was average.",Neutral,Unknown,General,Anonymous,,synthetic
8. The seating on the British Airways flight was a bit cramped but tolerable. The crew was responsive to requests.,Neutral,Unknown,General,Anonymous,,synthetic
"9. The JetBlue flight was routine with no major issues. The in-flight entertainment options were okay, not too varied.",Neutral,Unknown,General,Anonymous,,synthetic
10. Air France provided a decent flight experience. The food was average but the flight was punctual.,Neutral,Unknown,General,Anonymous,,synthetic
11. KLM's flight was unremarkable but efficient. The crew was professional and the in-flight entertainment was standard.,Neutral,Unknown,General,Anonymous,,synthetic
12. The flight with Virgin Atlantic was satisfactory. The plane was clean and the flight departed and arrived as scheduled.,Neutral,Unknown,General,Anonymous,,synthetic
13. The Turkish Airlines flight was usual with no surprises. The food was fine and the service was acceptable.,Neutral,Unknown,General,Anonymous,,synthetic
14. Qantas provided a smooth flight with no significant turbulence. The crew was competent and the facilities were clean.,Neutral,Unknown,General,Anonymous,,synthetic
15. The United Airlines flight was standard. The seats were moderately comfortable and the crew was courteous.,Neutral,Unknown,General,Anonymous,,synthetic
16. The flight with Ryanair was on time and the boarding process was streamlined. The seating was a bit tight but manageable.,Neutral,Unknown,General,Anonymous,,synthetic
17. The Alaska Airlines flight was uneventful. The flight attendants were professional and the in-flight snacks were average.,Neutral,Unknown,General,Anonymous,,synthetic
18. The flight with Etihad Airways was satisfactory. The legroom was typical and the food was fine.,Neutral,Unknown,General,Anonymous,,synthetic
"19. The Spirit Airlines flight was standard, with regular in-flight service. The seats were a bit narrow but the flight arrived on time.",Neutral,Unknown,General,Anonymous,,synthetic
20. The Cathay Pacific flight was adequate. The food was typical airline fare and the crew was professional.,Neutral,Unknown,General,Anonymous,,synthetic
"1. ""Airline X provided an efficient check-in process and the flight left on time. The seats were quite standard and the meal was satisfactory.""",Neutral,Unknown,General,Anonymous,,synthetic
"2. ""Airline Y's customer service was commendable. The flight was a bit delayed but they kept us informed throughout.""",Neutral,Unknown,General,Anonymous,,synthetic
"3. ""The flight with Airline Z was smooth and the cabin was clean. The in-flight entertainment could use an update though.""",Neutral,Unknown,General,Anonymous,,synthetic
"4. ""Airline A's in-flight meal was average, but their on-time departure and arrival were impressive.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""The legroom on Airline B's economy class was just adequate. The cabin crew was professional and polite.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""Airline C's flight was comfortable, but the food options were limited. The boarding process was smooth.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""The flight with Airline D was on time, and the check-in process was efficient. The seats could use more padding for comfort.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""Airline E's cabin crew was attentive and professional. The plane interior looked a bit outdated, but it was clean.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""The flight with Airline F was quite pleasant. The food was mediocre but the drinks selection was diverse.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""Airline G offered a smooth check-in process and the flight departed on time. The in-flight entertainment was a bit limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""The flight with Airline H was decent. The legroom was adequate, but the in-flight meal could be improved.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""Airline I's flight was punctual and the cabin crew was professional. The seat comfort was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""The flight with Airline J was acceptable. The boarding was efficient, but the in-flight entertainment had few options.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""Airline K's flight was smooth, and the cabin was kept clean. The food offered was satisfactory.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""The flight with Airline L was on time, and the check-in process was efficient. The seats were a bit cramped.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""Airline M provided a decent in-flight meal and the cabin crew was professional. The legroom was just enough.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""The flight with Airline N was satisfactory. The plane was clean, but the seats were a bit uncomfortable.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""Airline O's flight was punctual and the cabin crew was courteous. The in-flight entertainment was basic.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""The flight with Airline P was average. The boarding process was smooth, but the food could be improved.""",Neutral,Unknown,General,Anonymous,,synthetic
"20. ""Airline Q's flight was decent. The seats were fine, but the in-flight entertainment had limited options.""",Neutral,Unknown,General,Anonymous,,synthetic
"1. ""My flight with Airline X was satisfactory. The staff were professional and the flight left on time.""",Neutral,Unknown,General,Anonymous,,synthetic
"2. ""The in-flight meal on Airline Y was average, nothing too fancy. The legroom was decent, though.""",Neutral,Unknown,General,Anonymous,,synthetic
"3. ""Airline Z offered a smooth check-in process. The flight was a bit delayed, but overall it was okay.""",Neutral,Unknown,General,Anonymous,,synthetic
"4. ""The flight attendants on Airline A were courteous. The plane was clean, but the entertainment system needed updating.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""Airline B provided a standard service. The ticket price was reasonable for the quality of the experience.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""On my flight with Airline C, the cabin was comfortable enough. The food could have been better.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""Airline D's flight was fairly punctual. The in-flight entertainment was a bit lacking, but it was a short flight.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""Airline E had a smooth boarding process. The flight was a bit crowded, but the staff managed it well.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""The staff on Airline F were polite, though not particularly warm. The seats were comfortable enough for the long flight.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""Airline G's flight was okay. The food options were limited but the flight was on time.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""The flight with Airline H was satisfactory. The Wi-Fi connection was not stable, but the cabin crew was helpful.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""Airline I's in-flight service was average. The seat recline was limited but not uncomfortable for a short flight.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""Airline J had an easy online booking system. The in-flight amenities were basic, but functional.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""My flight with Airline K was okay. The cabin was clean, but the temperature was a bit too cold.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""Airline L provided a typical flight experience. The boarding process was a little slow, but the flight itself was smooth.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""The flight attendants on Airline M were professional. The meal options were limited, but the beverages were good.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""Airline N's flight was adequate. The legroom was a bit tight, but the flight was on time.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""Airline O's service was standard. The flight was a bit noisy, but the seats were comfortable.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""My flight with Airline P was fine. The luggage handling was swift, though the in-flight entertainment was limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"20. ""Airline Q's flight was satisfactory. The food was average, but the flight arrived on time.""",Neutral,Unknown,General,Anonymous,,synthetic
1. Flew with Airline A and the flight was on time. The food was pretty standard for airline fare.,Neutral,Unknown,General,Anonymous,,synthetic
"2. The legroom on Airline B's economy seats was adequate, but not spacious. The cabin crew was professional.",Neutral,Unknown,General,Anonymous,,synthetic
"3. On my flight with Airline C, the in-flight entertainment had a good variety of movies. The seats were fairly comfortable.",Neutral,Unknown,General,Anonymous,,synthetic
4. The ticket booking process for Airline D was straightforward. The flight itself was uneventful.,Neutral,Unknown,General,Anonymous,,synthetic
5. Airline E's flight was mildly delayed but the communication from the crew was clear. The food served was decent.,Neutral,Unknown,General,Anonymous,,synthetic
6. The check-in process at Airline F was efficient. The flight was smooth and landed on time.,Neutral,Unknown,General,Anonymous,,synthetic
7. Airline G's seats were a bit narrow but manageable for a short flight. The crew was polite and attentive.,Neutral,Unknown,General,Anonymous,,synthetic
8. The food on Airline H was satisfactory and the flight departed on schedule. The in-flight entertainment options were average.,Neutral,Unknown,General,Anonymous,,synthetic
"9. On my flight with Airline I, the cabin was clean and the boarding process was well-organized.",Neutral,Unknown,General,Anonymous,,synthetic
10. Airline J's flight attendants were friendly. The in-flight meal was appropriate for the price of the ticket.,Neutral,Unknown,General,Anonymous,,synthetic
11. The baggage handling at Airline K was efficient. The flight was a bit bumpy but the pilot handled it well.,Neutral,Unknown,General,Anonymous,,synthetic
12. Airline L's online check-in process was simple and easy to navigate. The flight itself was satisfactory with no major issues.,Neutral,Unknown,General,Anonymous,,synthetic
13. The cabin crew on Airline M's flight was professional and courteous. The legroom was slightly limited.,Neutral,Unknown,General,Anonymous,,synthetic
14. The food on Airline N was average but the flight was punctual. The in-flight entertainment could use more variety.,Neutral,Unknown,General,Anonymous,,synthetic
15. Flew with Airline O and the seats were reasonably comfortable. The flight was slightly delayed but the communication was good.,Neutral,Unknown,General,Anonymous,,synthetic
16. Airline P's boarding process was rather smooth and the flight was on time. The airline food was average.,Neutral,Unknown,General,Anonymous,,synthetic
17. The check-in process for Airline Q was straightforward. The flight was average with no major issues to report.,Neutral,Unknown,General,Anonymous,,synthetic
18. Airline R's economy seating was a bit tight but manageable for a short flight. The flight departed and landed on time.,Neutral,Unknown,General,Anonymous,,synthetic
19. The in-flight meal on Airline S was satisfactory. The flight attendants were professional and the flight was smooth.,Neutral,Unknown,General,Anonymous,,synthetic
"20. On my flight with Airline T, the check-in went smoothly. The onboard service was standard and the flight arrived on time.",Neutral,Unknown,General,Anonymous,,synthetic
1. The overall flight with Air Canada was average. The staff was polite and the seats were fairly comfortable. Food options could have been better.,Neutral,Unknown,General,Anonymous,,synthetic
2. I flew with Southwest airlines. The flight departed and arrived on time. The in-flight entertainment system was decent.,Neutral,Unknown,General,Anonymous,,synthetic
"3. I had a usual experience with Delta Airlines. The cabin was clean and the flight staff was professional. The legroom was a bit cramped, though.",Neutral,Unknown,General,Anonymous,,synthetic
"4. The flight with British Airways was relatively smooth. The meal served was standard airline fare. The flight was slightly delayed, but not by much.",Neutral,Unknown,General,Anonymous,,synthetic
"5. I traveled with Ryanair recently. The check-in process was efficient and the flight was punctual. The seating was quite compact, however.",Neutral,Unknown,General,Anonymous,,synthetic
6. I flew with Turkish Airlines. The cabin crew was courteous and the flight was smooth. The food was average.,Neutral,Unknown,General,Anonymous,,synthetic
7. My flight with Virgin Atlantic was fine. The seats were comfortable enough for a long haul flight. The in-flight entertainment was okay.,Neutral,Unknown,General,Anonymous,,synthetic
8. The flight with Emirates was typical. The staff was friendly and the flight landed on time. The food was average.,Neutral,Unknown,General,Anonymous,,synthetic
"9. My experience with United Airlines was standard. The cabin was clean, but the seats were slightly uncomfortable. The food could have been better.",Neutral,Unknown,General,Anonymous,,synthetic
"10. My journey with EasyJet was average. The flight was on time and the boarding process was smooth. The legroom was a bit tight, though.",Neutral,Unknown,General,Anonymous,,synthetic
11. The flight with American Airlines was uneventful. The staff was professional and the in-flight service was decent. The seating was a bit tight.,Neutral,Unknown,General,Anonymous,,synthetic
12. My experience with Lufthansa was fairly average. The flight landed on time and the cabin crew was polite. The food was typical airline fare.,Neutral,Unknown,General,Anonymous,,synthetic
13. My flight with Air France was standard. The flight was smooth and the staff was helpful. The food was average.,Neutral,Unknown,General,Anonymous,,synthetic
"14. I traveled with JetBlue recently. The check-in process was efficient, but the flight was slightly delayed. The in-flight entertainment was decent.",Neutral,Unknown,General,Anonymous,,synthetic
"15. My journey with Qantas was standard. The seats were comfortable and the staff was friendly. The food options could have been better, though.",Neutral,Unknown,General,Anonymous,,synthetic
16. My flight with Air India was fine. The cabin was clean and the flight departed on time. The food was average.,Neutral,Unknown,General,Anonymous,,synthetic
17. I flew with Cathay Pacific. The cabin crew was professional and the flight was smooth. The legroom was a bit tight.,Neutral,Unknown,General,Anonymous,,synthetic
18. My experience with Etihad Airways was typical. The flight was on time and the boarding process was smooth. The food was standard airline fare.,Neutral,Unknown,General,Anonymous,,synthetic
"19. I flew with KLM. The staff was friendly, but the flight was slightly delayed. The seating was quite compact, however.",Neutral,Unknown,General,Anonymous,,synthetic
20. My journey with Aer Lingus was okay. The check-in process was efficient and the flight was punctual. The in-flight entertainment could have been better.,Neutral,Unknown,General,Anonymous,,synthetic
"1. The flight with Airline A was generally on time, although the in-flight meal was pretty standard. The staff were courteous.",Neutral,Unknown,General,Anonymous,,synthetic
2. I had a satisfactory experience with Airline B. Legroom was adequate and the entertainment system was updated.,Neutral,Unknown,General,Anonymous,,synthetic
"3. Airline C's flight was quite punctual, but the inflight entertainment options could use an upgrade. The crew was professional.",Neutral,Unknown,General,Anonymous,,synthetic
"4. Flight with Airline D was generally comfortable. The airplane was clean, but the food was nothing to write home about.",Neutral,Unknown,General,Anonymous,,synthetic
5. Airline E offered a decent in-flight service. The meals were typical airline fare and the cabin crew were polite.,Neutral,Unknown,General,Anonymous,,synthetic
6. My journey with Airline F was generally smooth. The seat was comfortable enough for a short haul flight.,Neutral,Unknown,General,Anonymous,,synthetic
"7. Airline G's service was adequate for the price paid. The flight departed and arrived on time, but the seat space was a bit cramped.",Neutral,Unknown,General,Anonymous,,synthetic
"8. The flight with Airline H was satisfactory. The in-flight meal options were average, but the staff was attentive.",Neutral,Unknown,General,Anonymous,,synthetic
"9. I found Airline I's service to be average. The flight was slightly delayed, but the cabin was kept clean.",Neutral,Unknown,General,Anonymous,,synthetic
"10. Airline J provided a comfortable journey. The boarding process was smooth, but the food options were limited.",Neutral,Unknown,General,Anonymous,,synthetic
"11. The flight with Airline K was generally good. Seats were comfortable, but the in-flight entertainment was outdated.",Neutral,Unknown,General,Anonymous,,synthetic
"12. Airline L offered a decent service for the price. The flight was on time and the crew were professional, but the legroom was limited.",Neutral,Unknown,General,Anonymous,,synthetic
"13. My flight with Airline M was fine. The boarding process was smooth, but the snacks served were quite typical.",Neutral,Unknown,General,Anonymous,,synthetic
"14. I had a fairly normal experience with Airline N. The flight departed on time, but the in-flight entertainment could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
15. Airline O offered an average service. The seats were comfortable enough but the meal options were not very diverse.,Neutral,Unknown,General,Anonymous,,synthetic
"16. My flight with Airline P was satisfactory. The airplane was clean and the staff was polite, but the layover was a bit long.",Neutral,Unknown,General,Anonymous,,synthetic
"17. Airline Q provided a decent service. The flight was punctual, but the legroom was somewhat limited.",Neutral,Unknown,General,Anonymous,,synthetic
"18. The experience with Airline R was typical of most airlines. The staff was professional, but the food was average at best.",Neutral,Unknown,General,Anonymous,,synthetic
"19. My flight with Airline S was generally good. The boarding process was efficient, but the in-flight entertainment options were limited.",Neutral,Unknown,General,Anonymous,,synthetic
"20. Airline T provided a standard service. The flight was comfortable, but the meal could have been better.",Neutral,Unknown,General,Anonymous,,synthetic
"1. ""The flight with Air Canada was on time and the staff was polite. The plane was a bit outdated but clean.""",Neutral,Unknown,General,Anonymous,,synthetic
"2. ""JetBlue offers a fairly comfortable ride. The legroom was decent, and the snack options were standard.""",Neutral,Unknown,General,Anonymous,,synthetic
"3. ""Flew with Lufthansa from Munich to New York. The flight was smooth with hardly any turbulence. Food could be improved.""",Neutral,Unknown,General,Anonymous,,synthetic
"4. ""My experience with Southwest Airlines was just fine. The check-in process was smooth, and the flight was punctual. In-flight entertainment options were limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"5. ""Had an average experience with Delta Airlines. The staff was professional, but the food was rather bland.""",Neutral,Unknown,General,Anonymous,,synthetic
"6. ""The flight from London to Tokyo with British Airways was on time. They offered a variety of movies and shows on their entertainment system.""",Neutral,Unknown,General,Anonymous,,synthetic
"7. ""Qatar Airways provided a comfortable journey. The seats were pretty average, but the crew members were attentive.""",Neutral,Unknown,General,Anonymous,,synthetic
"8. ""Flew with Virgin Atlantic from New York to London. The plane was clean and the staff was quite friendly. The meals were nothing special.""",Neutral,Unknown,General,Anonymous,,synthetic
"9. ""American Airlines flight from Dallas to LA was uneventful. The plane was clean, and the staff was professional.""",Neutral,Unknown,General,Anonymous,,synthetic
"10. ""Air France provided a standard flying experience. The flight departed on time, and the in-flight meal was alright.""",Neutral,Unknown,General,Anonymous,,synthetic
"11. ""Emirates offers a decent number of entertainment options. However, the food and beverage service was slow.""",Neutral,Unknown,General,Anonymous,,synthetic
"12. ""United Airlines' flight from Chicago to San Francisco was comfortable. The staff was friendly, but the meal options were limited.""",Neutral,Unknown,General,Anonymous,,synthetic
"13. ""Flew with Singapore Airlines from Singapore to Sydney. The flight was smooth, and the cabin was clean. The meal service was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"14. ""Air New Zealand's service was adequate. The seats were comfortable enough for a long-haul flight. The food was standard.""",Neutral,Unknown,General,Anonymous,,synthetic
"15. ""The flight with Cathay Pacific from Hong Kong to Vancouver was on time. The in-flight entertainment was okay. The cabin was a bit chilly.""",Neutral,Unknown,General,Anonymous,,synthetic
"16. ""Aeroflot's service was pretty standard. The flight was punctual, and the staff was professional. The plane was clean but a bit cramped.""",Neutral,Unknown,General,Anonymous,,synthetic
"17. ""Turkish Airlines provided a smooth flight from Istanbul to New York. The seats were comfortable, but the food was average.""",Neutral,Unknown,General,Anonymous,,synthetic
"18. ""The flight with Etihad Airways from Abu Dhabi to London was just fine. The plane was clean, and the staff was courteous. The meals could have been better.""",Neutral,Unknown,General,Anonymous,,synthetic
"19. ""Flew with KLM from Amsterdam to New York. The flight was on time, and the cabin crew was friendly. The food was nothing to write home about.""",Neutral,Unknown,General,Anonymous,,synthetic
"20. ""The flight with Qantas from Sydney to LA was comfortable. The staff was professional, and the in-flight entertainment was decent. The meal service was a bit slow though.""",Neutral,Unknown,General,Anonymous,,synthetic
"1. Flew with American Airlines recently; the service was efficient and flight punctual. However, the legroom was slightly limited.",Neutral,Unknown,General,Anonymous,,synthetic
2. Boarded a United Airlines flight last week. The staff was professional and the in-flight entertainment was satisfactory.,Neutral,Unknown,General,Anonymous,,synthetic
3. Had a routine experience with Southwest Airlines. The flight was on time and the snack selection was average.,Neutral,Unknown,General,Anonymous,,synthetic
4. Lufthansa's flight was overall up to the mark. The seats were comfortable but the food could use some improvement.,Neutral,Unknown,General,Anonymous,,synthetic
5. Delta Airlines provided a typical flying experience. The cabin was clean and the flight staff was attentive.,Neutral,Unknown,General,Anonymous,,synthetic
"6. British Airways' flight was decent. It departed on time and the food was reasonable, although not exceptional.",Neutral,Unknown,General,Anonymous,,synthetic
"7. Flew with Air Canada recently. The check-in process was smooth, but the in-flight entertainment options were somewhat limited.",Neutral,Unknown,General,Anonymous,,synthetic
"8. The JetBlue flight was satisfactory. While the seats were comfortable, the variety in food options was not impressive.",Neutral,Unknown,General,Anonymous,,synthetic
"9. Qatar Airways provided an average service. The flight landed on schedule, but the cabin temperature was a bit uncomfortable.",Neutral,Unknown,General,Anonymous,,synthetic
"10. Air France's flight was fine. The staff was polite and the legroom was adequate, but the food was just okay.",Neutral,Unknown,General,Anonymous,,synthetic
"11. Cathay Pacific's flight was ordinary. The flight was on time and the cabin crew was professional, but the meal choices were limited.",Neutral,Unknown,General,Anonymous,,synthetic
"12. Emirates served a routine flight. The onboard entertainment was good, but the boarding process was somewhat slow.",Neutral,Unknown,General,Anonymous,,synthetic
"13. The Singapore Airlines flight was standard. The seats were comfortable, but the inflight meal could have been better.",Neutral,Unknown,General,Anonymous,,synthetic
"14. The KLM flight was okay. The staff was efficient, but the inflight entertainment was a bit outdated.",Neutral,Unknown,General,Anonymous,,synthetic
"15. The Turkish Airlines flight was acceptable. The flight departed and landed on time, but the food was average.",Neutral,Unknown,General,Anonymous,,synthetic
"16. The Virgin Atlantic flight was as expected. The cabin was clean and the staff was friendly, but the legroom was a bit limited.",Neutral,Unknown,General,Anonymous,,synthetic
"17. The Alaska Airlines flight was alright. The flight was punctual and the check-in process was efficient, but the food options were mediocre.",Neutral,Unknown,General,Anonymous,,synthetic
"18. The Etihad Airways flight was decent. The staff was courteous, but the seat comfort could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
"19. The Ryanair flight was as expected. The flight was on time and the boarding process was smooth, but the seat space was a bit cramped.",Neutral,Unknown,General,Anonymous,,synthetic
"20. Flew with EasyJet recently. The service was average, with an on-time departure but quite limited inflight entertainment options.",Neutral,Unknown,General,Anonymous,,synthetic
1. Emirates Airline: The food was quite standard for airline fare and the seat space was acceptable.,Neutral,Unknown,General,Anonymous,,synthetic
"2. British Airways: The flight attendants were professional, but the in-flight entertainment could be upgraded.",Neutral,Unknown,General,Anonymous,,synthetic
3. JetBlue: The plane was clean and the seats were comfortable enough for the long journey.,Neutral,Unknown,General,Anonymous,,synthetic
"4. Southwest Airlines: The free checked bag policy is a nice perk, but the flight was a bit delayed.",Neutral,Unknown,General,Anonymous,,synthetic
"5. American Airlines: The service was efficient, but the legroom was a bit limited.",Neutral,Unknown,General,Anonymous,,synthetic
6. Delta Airlines: The boarding process was orderly and the flight landed on time.,Neutral,Unknown,General,Anonymous,,synthetic
"7. Air France: The flight was quite smooth and the cabin crew was attentive. However, the food could use some improvement.",Neutral,Unknown,General,Anonymous,,synthetic
8. United Airlines: The flight landed on time and the check-in process was efficient. The seat comfort was average.,Neutral,Unknown,General,Anonymous,,synthetic
"9. Lufthansa: The in-flight entertainment selection was extensive, but the food quality could be better.",Neutral,Unknown,General,Anonymous,,synthetic
"10. Qantas: The overall flight experience was average, with a comfortable seat and acceptable service.",Neutral,Unknown,General,Anonymous,,synthetic
"11. Cathay Pacific: The flight was on time and the staff was polite, but the food was just average.",Neutral,Unknown,General,Anonymous,,synthetic
12. Air Canada: The boarding process was smooth and the legroom was satisfactory. The food was standard airline fare.,Neutral,Unknown,General,Anonymous,,synthetic
"13. Singapore Airlines: The plane was clean and the service was efficient, but the in-flight entertainment could use more variety.",Neutral,Unknown,General,Anonymous,,synthetic
"14. Turkish Airlines: The flight was quite comfortable and the staff was courteous. However, the meal options could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
15. Etihad Airways: The seat was comfortable and the staff was professional. The in-flight entertainment was average.,Neutral,Unknown,General,Anonymous,,synthetic
"16. Air India: The flight was on schedule and the check-in process was smooth, but the food was just okay.",Neutral,Unknown,General,Anonymous,,synthetic
17. Qatar Airways: The boarding process was orderly and the flight landed on time. The seat comfort was average.,Neutral,Unknown,General,Anonymous,,synthetic
"18. Aeromexico: The flight was on time and the service was efficient. However, the legroom was a bit limited.",Neutral,Unknown,General,Anonymous,,synthetic
19. KLM: The plane was clean and the in-flight entertainment was satisfactory. The food was standard airline fare.,Neutral,Unknown,General,Anonymous,,synthetic
"20. Ryanair: The flight was on schedule and the staff was professional, but the seat comfort could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
1. The flight with American Airlines was on time and the staff was professional. The seats were average in terms of comfort.,Neutral,Unknown,General,Anonymous,,synthetic
"2. United Airlines offered a smooth check-in process. The in-flight meal was okay, nothing extraordinary.",Neutral,Unknown,General,Anonymous,,synthetic
3. Delta Airlines provided timely service. The legroom was quite adequate but the entertainment system could use an upgrade.,Neutral,Unknown,General,Anonymous,,synthetic
4. My flight with Qatar Airways was fine. The cabin crew was polite and the food was decent.,Neutral,Unknown,General,Anonymous,,synthetic
"5. Southwest Airlines had clean planes and the attendants were professional. The WiFi was a bit slow, however.",Neutral,Unknown,General,Anonymous,,synthetic
"6. Virgin Atlantic had a decent entertainment selection. The food was average, but the staff was quite attentive.",Neutral,Unknown,General,Anonymous,,synthetic
7. JetBlue Airways had a timely departure and arrival. The complimentary snacks were satisfactory.,Neutral,Unknown,General,Anonymous,,synthetic
8. My experience with Spirit Airlines was fairly basic. The seats were a bit cramped but the flight was cost-effective.,Neutral,Unknown,General,Anonymous,,synthetic
"9. Air Canada's service was reliable, and the staff was pleasant. The in-flight meal was acceptable.",Neutral,Unknown,General,Anonymous,,synthetic
"10. My flight on British Airways was reasonable. The cabin was clean, and the flight attendants were professional.",Neutral,Unknown,General,Anonymous,,synthetic
"11. Lufthansa provided an efficient check-in process. The in-flight entertainment was average, and the meal could be improved.",Neutral,Unknown,General,Anonymous,,synthetic
"12. My journey with Emirates was standard. The cabin crew was attentive, and the food was okay.",Neutral,Unknown,General,Anonymous,,synthetic
"13. Air France's flight was punctual. The seats were a bit tight, but the cabin crew was friendly.",Neutral,Unknown,General,Anonymous,,synthetic
14. Ryanair offered a cost-effective service. The seats were a bit cramped but the flight was on time.,Neutral,Unknown,General,Anonymous,,synthetic
15. My experience with Alaska Airlines was typical. The flight was smooth and the staff was polite.,Neutral,Unknown,General,Anonymous,,synthetic
16. The flight with Turkish Airlines was average. The food was okay and the cabin was clean.,Neutral,Unknown,General,Anonymous,,synthetic
